ID,나이,연간소득,주택소유상태,근로기간,대출목적,대출금액,이자율,신용거래기간,target
train_61,58,108350,임대,5.0,개인사업,35000,14.91,19,3
train_62,25,121000,모기지론,6.0,투자,13000,,2,1
train_63,24,57600,모기지론,9.0,투자,6500,,2,1
train_64,31,37681,임대,16.0,부채통합,8000,10.99,7,1
train_65,25,66300,모기지론,6.0,의료,20000,15.27,4,2
train_66,31,96000,소유,3.0,개인사업,10000,9.99,6,1
train_67,22,49000,모기지론,,개인사업,16750,6.91,4,0
train_68,21,14400,임대,2.0,주택개선,3000,9.63,2,1
train_69,23,97000,모기지론,7.0,투자,1800,,2,2
train_70,29,33000,임대,2.0,교육,1700,15.23,5,2
train_71,23,34000,소유,7.0,투자,10950,7.29,2,0
train_72,34,29004,임대,9.0,교육,10000,11.83,5,1
train_73,23,50000,임대,1.0,교육,12000,12.87,2,2
train_74,31,86000,임대,1.0,부채통합,25000,16.0,5,3
train_75,29,73000,모기지론,7.0,교육,12000,7.29,8,0
train_76,23,85000,모기지론,0.0,교육,24000,7.49,4,0
train_77,37,39870,임대,8.0,의료,10000,10.65,14,1
train_78,30,78000,모기지론,2.0,교육,20000,11.11,5,1
train_79,30,50000,모기지론,3.0,주택개선,5000,10.95,9,1
train_80,23,49000,모기지론,7.0,투자,4000,13.99,4,2
train_81,32,145000,모기지론,1.0,부채통합,20000,11.36,8,1
train_82,23,74196,모기지론,5.0,투자,17000,11.26,4,1
train_83,26,24480,임대,0.0,의료,4375,5.79,4,0
train_84,23,60000,모기지론,7.0,부채통합,6000,9.45,2,1
train_85,21,15360,임대,0.0,교육,1600,12.69,2,1
train_86,24,54000,임대,3.0,주택개선,6000,10.99,2,1
train_87,24,130000,모기지론,8.0,투자,6000,6.62,2,0
train_88,24,70000,모기지론,2.0,개인사업,17000,7.51,4,0
train_89,39,62400,임대,7.0,개인사업,20000,12.68,13,2
train_90,27,47000,모기지론,11.0,부채통합,7750,,7,6
train_91,25,106870,소유,9.0,교육,6000,15.27,4,2
train_92,38,64800,임대,15.0,개인사업,7500,9.63,11,1
train_93,31,93000,모기지론,10.0,의료,3000,8.49,8,0
train_94,25,50000,임대,5.0,주택개선,3000,6.03,3,0
train_95,25,28000,임대,8.0,교육,2400,11.49,3,1
train_96,24,60400,소유,5.0,투자,5500,8.0,2,0
train_97,24,44000,임대,2.0,개인사업,10000,7.49,2,0
train_98,28,56000,임대,5.0,부채통합,4800,16.45,7,4
train_99,24,80000,모기지론,8.0,개인사업,25000,14.46,2,3
train_100,24,67992,모기지론,8.0,부채통합,12000,10.75,2,1
train_101,32,115000,임대,2.0,교육,4000,12.69,10,1
train_102,27,72000,모기지론,4.0,개인사업,14000,12.42,10,1
train_103,26,62100,모기지론,2.0,교육,9600,11.71,4,1
train_104,30,105000,모기지론,14.0,의료,7725,,9,1
train_105,22,39000,임대,4.0,의료,5000,6.99,2,0
train_106,28,39600,임대,11.0,교육,1500,12.69,5,1
train_107,24,63508,모기지론,8.0,주택개선,2500,11.14,4,1
train_108,28,90000,모기지론,13.0,주택개선,1800,7.51,5,0
train_109,22,75000,모기지론,6.0,교육,14825,12.69,3,1
train_110,28,33400,모기지론,12.0,주택개선,16700,7.66,9,0
train_111,52,54000,임대,0.0,개인사업,1500,8.49,24,0
train_112,26,75000,소유,10.0,교육,7200,,3,2
train_113,21,49000,임대,2.0,개인사업,16950,18.25,4,3
train_114,28,81000,임대,13.0,투자,6225,7.9,7,0
train_115,22,30000,모기지론,0.0,투자,5000,11.48,4,1
train_116,25,59000,모기지론,9.0,부채통합,5000,6.03,2,0
train_117,23,75600,임대,3.0,개인사업,20000,16.32,3,4
train_118,25,55000,모기지론,4.0,의료,9000,16.77,2,3
train_119,25,45600,모기지론,7.0,의료,13000,12.99,4,2
train_120,33,80000,임대,5.0,개인사업,1800,10.75,7,1
train_121,27,44000,임대,6.0,투자,4800,7.51,10,0
train_122,22,35000,임대,1.0,부채통합,8000,9.2,4,1
train_123,22,20000,소유,3.0,교육,7500,5.79,4,0
train_124,22,60000,모기지론,6.0,투자,7800,7.29,2,0
train_125,48,20400,임대,4.0,의료,12000,7.49,12,0
train_126,26,71046,모기지론,10.0,부채통합,6500,10.99,4,1
train_127,24,85000,모기지론,4.0,의료,2500,10.38,4,1
train_128,24,72984,모기지론,3.0,개인사업,12000,,4,0
train_129,29,66352,모기지론,5.0,주택개선,7000,7.88,5,0
train_130,45,19368,임대,0.0,주택개선,6700,12.92,15,3
train_131,21,49000,임대,5.0,부채통합,6000,14.84,4,3
train_132,22,66960,임대,1.0,투자,23400,7.49,2,0
train_133,23,54000,모기지론,5.0,부채통합,10000,16.45,3,4
train_134,29,25000,임대,0.0,개인사업,4125,11.71,6,1
train_135,31,56000,임대,9.0,주택개선,4000,5.79,9,0
train_136,25,50000,모기지론,4.0,개인사업,6000,6.76,3,0
train_137,25,116000,모기지론,9.0,투자,19950,9.96,4,1
train_138,21,21600,임대,2.0,부채통합,3500,7.51,2,0
train_139,23,150000,임대,3.0,투자,5000,10.65,2,1
train_140,22,45630,임대,0.0,투자,2500,18.64,4,4
train_141,30,31500,임대,0.0,의료,12250,13.85,5,2
train_142,22,48000,임대,5.0,교육,18000,,2,1
train_143,25,78000,모기지론,0.0,투자,14000,7.51,3,0
train_144,22,77000,모기지론,5.0,교육,21000,11.48,3,1
train_145,22,80070,모기지론,6.0,교육,27525,10.74,3,1
train_146,25,55000,소유,9.0,교육,10000,13.57,2,2
train_147,25,52500,모기지론,4.0,부채통합,9000,7.88,4,0
train_148,24,47500,모기지론,3.0,의료,13750,11.71,4,1
train_149,34,42000,임대,5.0,개인사업,18825,7.9,10,0
train_150,22,25920,모기지론,7.0,투자,11325,10.65,3,1
train_151,24,58000,임대,5.0,의료,5000,7.49,2,0
train_152,24,74000,소유,8.0,부채통합,35000,20.11,3,6
train_153,26,64000,임대,3.0,부채통합,9000,6.03,2,0
train_154,31,54996,임대,6.0,개인사업,5000,,10,0
train_155,24,16020,소유,3.0,투자,3625,17.14,2,4
train_156,26,52700,모기지론,7.0,개인사업,4000,7.4,3,0
train_157,29,39996,임대,3.0,개인사업,7000,9.32,6,0
train_158,22,37200,임대,6.0,개인사업,10000,,2,1
train_159,27,94500,모기지론,2.0,개인사업,10000,14.26,5,2
train_160,27,42000,임대,1.0,개인사업,3000,11.83,9,1
train_161,24,97000,모기지론,2.0,부채통합,22000,12.68,3,2
train_162,22,40800,모기지론,7.0,교육,17050,,2,2
train_163,27,27000,임대,1.0,부채통합,5000,7.88,8,0
train_164,35,52000,모기지론,7.0,부채통합,7000,6.03,5,0
train_165,36,72000,임대,5.0,투자,16500,13.61,11,2
train_166,25,55000,임대,9.0,주택개선,13000,7.51,4,0
train_167,22,75000,임대,2.0,교육,10000,11.26,4,1
train_168,35,115000,임대,2.0,의료,14000,,5,0
train_169,36,103000,임대,0.0,부채통합,20000,13.79,17,2
train_170,23,73000,임대,0.0,교육,10000,14.11,3,3
train_171,25,52000,모기지론,8.0,교육,3900,,4,2
train_172,24,65000,임대,0.0,교육,3600,10.59,2,1
train_173,37,79992,모기지론,2.0,개인사업,9000,,14,2
train_174,31,106000,모기지론,5.0,부채통합,15000,7.88,7,0
train_175,44,42000,모기지론,4.0,의료,13200,6.17,14,0
train_176,22,18000,소유,2.0,의료,4000,,2,2
train_177,24,72000,모기지론,8.0,교육,14000,14.65,4,2
train_178,43,45000,소유,,의료,2000,11.49,17,1
train_179,22,37342,임대,3.0,투자,4500,11.03,2,2
train_180,58,49000,모기지론,34.0,의료,7500,13.55,24,3
train_181,22,58800,모기지론,6.0,교육,5100,10.99,4,1
train_182,27,50000,임대,5.0,투자,8000,7.14,6,0
train_183,23,22884,임대,8.0,교육,6000,11.49,3,1
train_184,38,55000,임대,0.0,교육,6500,11.03,12,2
train_185,33,75000,소유,5.0,주택개선,17000,6.54,5,0
train_186,40,55000,소유,2.0,주택개선,8000,11.36,17,1
train_187,26,55000,임대,5.0,개인사업,6325,10.65,4,1
train_188,22,58896,모기지론,6.0,개인사업,9500,6.76,3,0
train_189,26,80000,모기지론,10.0,주택개선,7000,6.03,4,0
train_190,21,25200,임대,1.0,개인사업,4000,8.49,4,0
train_191,34,36000,임대,0.0,투자,6000,,10,3
train_192,29,45000,소유,4.0,투자,20000,10.62,6,1
train_193,22,71000,모기지론,6.0,투자,1500,15.23,2,2
train_194,26,48000,임대,0.0,교육,9600,12.73,3,2
train_195,39,66200,모기지론,5.0,투자,13750,9.88,16,1
train_196,29,30000,임대,3.0,의료,5000,11.49,9,1
train_197,25,18000,임대,1.0,개인사업,5500,11.71,2,1
train_198,28,39600,모기지론,2.0,부채통합,5000,12.53,6,1
train_199,28,65000,소유,1.0,의료,2500,13.22,7,2
train_200,37,54000,임대,2.0,투자,5500,13.23,12,2
train_201,21,24000,임대,2.0,의료,5000,12.98,2,2
train_202,22,60000,소유,6.0,교육,5900,11.12,2,1
train_203,36,88000,모기지론,1.0,부채통합,7750,13.23,14,2
train_204,25,22000,임대,3.0,개인사업,5000,16.32,3,4
train_205,22,67500,임대,1.0,투자,7500,9.76,3,1
train_206,23,76500,임대,3.0,부채통합,18000,10.65,4,1
train_207,29,19200,소유,7.0,투자,6000,,5,0
train_208,30,85332,임대,3.0,투자,14000,14.22,7,2
train_209,31,25000,소유,5.0,투자,4500,,8,2
train_210,25,62000,모기지론,5.0,부채통합,10000,7.88,3,0
train_211,30,132000,임대,14.0,주택개선,21500,10.62,8,1
train_212,29,50000,모기지론,9.0,의료,10000,7.88,8,0
train_213,31,48000,임대,0.0,의료,4000,13.85,6,2
train_214,31,72000,임대,6.0,부채통합,21000,11.99,6,1
train_215,42,36000,임대,8.0,의료,13000,12.73,16,2
train_216,26,55316,소유,10.0,주택개선,6000,5.42,3,0
train_217,23,60000,임대,7.0,의료,20000,7.9,2,0
train_218,30,61400,임대,4.0,투자,6000,15.96,9,2
train_219,22,55000,임대,6.0,투자,6000,14.27,3,2
train_220,35,25200,임대,2.0,부채통합,7050,12.23,7,2
train_221,21,48000,임대,1.0,부채통합,10000,5.79,2,0
train_222,30,85000,임대,14.0,개인사업,7000,10.65,9,1
train_223,23,46500,임대,0.0,개인사업,10000,14.26,3,2
train_224,25,63000,모기지론,6.0,투자,11000,,3,5
train_225,22,39000,임대,5.0,부채통합,13000,11.83,4,1
train_226,23,45000,모기지론,0.0,부채통합,1450,,2,0
train_227,22,42000,임대,2.0,교육,6500,5.99,2,0
train_228,26,69000,모기지론,10.0,부채통합,6200,15.99,3,3
train_229,23,65000,모기지론,1.0,교육,15000,14.5,4,4
train_230,25,37596,모기지론,3.0,개인사업,12000,11.99,4,1
train_231,25,44000,모기지론,7.0,주택개선,5000,7.4,3,0
train_232,21,30000,임대,0.0,의료,1000,10.99,2,1
train_233,24,40000,임대,,교육,3000,17.27,2,3
train_234,33,71000,모기지론,11.0,개인사업,6000,14.72,7,2
train_235,32,55000,모기지론,4.0,주택개선,6500,13.98,10,2
train_236,37,192000,모기지론,14.0,부채통합,25600,5.99,17,0
train_237,33,400000,모기지론,9.0,의료,15000,6.03,6,0
train_238,30,105000,모기지론,14.0,주택개선,13000,10.25,9,1
train_239,35,36000,임대,2.0,개인사업,3000,,10,3
train_240,27,30000,임대,0.0,의료,5600,13.49,10,2
train_241,23,140000,소유,6.0,교육,16400,15.96,3,2
train_242,24,40000,임대,7.0,개인사업,3000,,4,2
train_243,34,57000,임대,1.0,교육,10000,11.14,8,1
train_244,23,97600,모기지론,7.0,의료,14500,7.51,2,0
train_245,21,33600,소유,5.0,의료,10000,7.88,2,0
train_246,21,35324,임대,4.0,교육,6000,,4,1
train_247,21,20000,임대,,의료,5600,10.75,4,1
train_248,24,120000,모기지론,8.0,개인사업,8575,,3,1
train_249,22,155000,모기지론,7.0,부채통합,4000,11.14,3,1
train_250,21,32400,모기지론,2.0,교육,10000,5.42,2,0
train_251,26,21600,소유,,투자,3000,6.76,2,0
train_252,22,40680,임대,2.0,주택개선,6000,11.36,4,1
train_253,27,54400,모기지론,11.0,의료,11000,15.33,10,3
train_254,38,89000,모기지론,11.0,교육,10000,,13,1
train_255,30,81004,임대,3.0,투자,10000,6.91,9,0
train_256,42,224000,모기지론,16.0,교육,25000,11.86,15,1
train_257,40,14400,임대,0.0,의료,1000,9.25,11,1
train_258,25,21221,모기지론,4.0,투자,8500,9.63,4,1
train_259,33,110000,모기지론,7.0,의료,23800,10.25,5,1
train_260,26,30000,임대,1.0,부채통합,3000,13.49,4,2
train_261,29,70000,모기지론,7.0,의료,4000,11.86,5,1
train_262,30,22800,소유,,투자,7000,7.51,8,0
train_263,25,70000,모기지론,6.0,투자,14000,5.42,3,0
train_264,26,36000,임대,3.0,투자,7800,14.27,2,2
train_265,28,30000,임대,0.0,부채통합,14125,14.74,10,3
train_266,32,55000,임대,4.0,투자,10000,14.42,9,3
train_267,22,60000,임대,6.0,의료,1500,13.57,2,2
train_268,24,55000,임대,3.0,교육,14500,6.62,2,0
train_269,30,54000,임대,9.0,주택개선,15000,14.27,8,2
train_270,25,50000,임대,2.0,개인사업,7200,8.49,2,0
train_271,38,18720,임대,0.0,부채통합,6000,15.99,12,3
train_272,22,14400,임대,0.0,주택개선,4400,19.91,4,4
train_273,22,32400,모기지론,,개인사업,5000,7.49,3,0
train_274,31,143000,임대,4.0,투자,25000,16.07,7,3
train_275,23,52000,임대,0.0,교육,3000,5.99,2,0
train_276,25,45996,소유,0.0,주택개선,3850,,2,0
train_277,22,44000,임대,2.0,교육,20000,15.68,4,4
train_278,22,47000,임대,6.0,교육,8800,7.49,4,0
train_279,25,28800,임대,0.0,교육,5000,8.9,2,0
train_280,33,53000,임대,6.0,주택개선,2500,9.99,7,1
train_281,29,27852,소유,7.0,교육,11000,8.49,8,0
train_282,26,134400,모기지론,3.0,의료,10000,12.68,3,2
train_283,27,80000,모기지론,6.0,의료,23750,10.99,9,1
train_284,23,29004,임대,7.0,부채통합,1500,14.59,2,3
train_285,25,30000,소유,4.0,부채통합,10000,14.61,2,3
train_286,23,85000,임대,0.0,교육,7000,10.74,3,1
train_287,37,70000,모기지론,2.0,투자,30000,10.65,14,1
train_288,23,40000,모기지론,7.0,투자,5000,6.62,4,0
train_289,24,108000,모기지론,1.0,주택개선,18000,12.53,3,2
train_290,25,180000,소유,9.0,의료,20000,14.26,4,2
train_291,27,39996,소유,1.0,주택개선,8000,12.53,5,1
train_292,33,72000,모기지론,6.0,부채통합,4250,5.42,5,0
train_293,31,44000,소유,6.0,주택개선,17350,13.55,7,3
train_294,35,38400,모기지론,1.0,투자,9500,10.36,6,1
train_295,20,188004,모기지론,4.0,개인사업,2000,8.59,2,0
train_296,27,70176,임대,3.0,의료,9000,7.88,5,0
train_297,24,35000,모기지론,8.0,투자,2000,10.37,2,1
train_298,47,54000,모기지론,1.0,부채통합,4000,11.58,11,1
train_299,24,100000,모기지론,5.0,개인사업,14000,10.75,3,1
train_300,28,31200,소유,0.0,교육,4350,5.99,5,0
train_301,35,80000,임대,5.0,부채통합,4800,7.49,9,0
train_302,23,42000,모기지론,2.0,교육,5200,10.25,4,1
train_303,28,34000,모기지론,7.0,주택개선,2500,12.23,9,2
train_304,31,70000,모기지론,5.0,교육,4000,6.54,7,0
train_305,25,115200,모기지론,1.0,투자,14000,6.62,3,0
train_306,22,18984,임대,6.0,주택개선,2500,14.22,2,2
train_307,22,47472,모기지론,6.0,투자,20000,11.83,3,1
train_308,21,140000,모기지론,2.0,교육,18000,7.9,4,0
train_309,27,18000,임대,3.0,교육,8000,10.75,10,1
train_310,26,85000,모기지론,10.0,주택개선,4800,11.59,2,2
train_311,23,130208,모기지론,7.0,부채통합,20000,12.73,4,2
train_312,25,59004,임대,1.0,개인사업,20000,14.84,2,3
train_313,31,90000,모기지론,3.0,주택개선,12000,13.48,10,2
train_314,23,83000,임대,3.0,의료,10000,6.54,3,0
train_315,23,112404,모기지론,1.0,부채통합,6000,13.23,2,2
train_316,26,480000,모기지론,2.0,교육,25000,14.38,3,4
train_317,23,69000,임대,8.0,교육,9000,9.63,4,1
train_318,21,52000,모기지론,5.0,부채통합,13250,5.99,2,0
train_319,22,32400,임대,5.0,개인사업,3000,16.45,3,4
train_320,27,86399,모기지론,7.0,개인사업,2250,,6,0
train_321,25,74000,임대,2.0,투자,12000,7.88,3,0
train_322,30,54996,임대,2.0,의료,4800,6.03,8,0
train_323,27,61400,모기지론,3.0,개인사업,10000,,9,2
train_324,28,101000,모기지론,4.0,교육,5000,9.91,5,1
train_325,29,72000,소유,1.0,교육,10000,,6,2
train_326,23,59000,모기지론,5.0,교육,13000,5.42,4,0
train_327,22,69700,임대,4.0,투자,11200,,2,1
train_328,33,93000,임대,1.0,부채통합,3000,,7,0
train_329,21,25000,임대,6.0,교육,6925,11.71,3,1
train_330,24,43000,모기지론,7.0,의료,6000,13.49,3,2
train_331,24,65000,모기지론,5.0,개인사업,9600,11.99,3,1
train_332,25,36499,임대,1.0,주택개선,4200,10.99,4,1
train_333,24,100000,임대,8.0,의료,8400,13.06,4,2
train_334,23,68000,모기지론,3.0,투자,9750,10.37,3,1
train_335,27,79000,모기지론,11.0,주택개선,2875,14.59,10,3
train_336,37,63000,임대,0.0,주택개선,4000,,13,1
train_337,28,72000,모기지론,12.0,의료,4500,6.62,8,0
train_338,21,20400,임대,2.0,개인사업,4500,10.99,2,1
train_339,22,21120,모기지론,3.0,부채통합,1625,16.89,3,3
train_340,29,48880,임대,3.0,개인사업,14000,10.65,9,1
train_341,27,78000,모기지론,2.0,주택개선,35000,17.27,5,3
train_342,25,52000,모기지론,9.0,부채통합,8500,10.74,3,1
train_343,24,85000,임대,8.0,개인사업,10000,10.37,4,1
train_344,23,80500,임대,5.0,투자,7200,9.25,3,1
train_345,22,60000,모기지론,6.0,부채통합,6000,13.11,4,2
train_346,38,38000,임대,3.0,부채통합,10000,8.59,15,0
train_347,24,29000,임대,4.0,주택개선,8000,12.42,2,1
train_348,25,55200,임대,0.0,주택개선,3600,13.98,4,2
train_349,27,75000,임대,4.0,투자,1000,13.49,9,2
train_350,33,60000,모기지론,1.0,주택개선,17000,16.07,9,3
train_351,22,140000,모기지론,6.0,투자,20000,6.91,3,0
train_352,21,90000,모기지론,,교육,1500,10.75,4,1
train_353,32,32400,임대,4.0,주택개선,4800,9.99,6,1
train_354,24,87000,모기지론,5.0,부채통합,10000,10.36,2,1
train_355,50,39204,임대,4.0,투자,10000,5.99,12,0
train_356,30,61000,임대,4.0,주택개선,7600,,6,2
train_357,26,35960,임대,10.0,의료,8400,11.49,3,1
train_358,29,39000,임대,0.0,투자,4000,15.99,5,3
train_359,23,69600,소유,7.0,투자,1925,9.91,4,1
train_360,26,100000,임대,0.0,개인사업,13500,7.14,3,0
train_361,22,33000,임대,5.0,부채통합,4000,7.88,4,0
train_362,24,36852,모기지론,,교육,6000,9.99,4,1
train_363,27,74000,모기지론,3.0,개인사업,25000,11.46,5,1
train_364,29,39996,임대,0.0,개인사업,4000,,9,2
train_365,25,59650,모기지론,9.0,개인사업,10000,13.61,2,2
train_366,38,40000,임대,19.0,투자,12000,10.59,11,1
train_367,33,38500,임대,1.0,부채통합,5000,7.14,10,0
train_368,23,36000,모기지론,7.0,교육,11000,,3,1
train_369,25,25000,소유,3.0,교육,3000,6.76,2,0
train_370,30,42000,임대,2.0,의료,16200,10.25,6,1
train_371,30,28800,모기지론,6.0,개인사업,6250,,9,2
train_372,22,75000,모기지론,4.0,교육,15000,13.61,4,2
train_373,33,44000,임대,3.0,의료,2725,12.18,6,1
train_374,26,44000,임대,0.0,의료,8400,14.5,3,4
train_375,30,30000,모기지론,5.0,개인사업,1100,14.65,10,2
train_376,21,59800,임대,5.0,개인사업,5000,11.36,3,1
train_377,23,45000,임대,4.0,교육,14400,,3,1
train_378,28,44900,임대,12.0,의료,17500,14.35,10,2
train_379,23,43000,모기지론,1.0,교육,9000,9.63,2,0
train_380,22,34000,임대,6.0,개인사업,5000,,4,1
train_381,30,151800,모기지론,14.0,주택개선,17525,12.72,7,2
train_382,24,55243,모기지론,6.0,의료,2900,9.62,2,1
train_383,27,39996,임대,4.0,투자,6500,9.63,7,0
train_384,31,29000,임대,14.0,주택개선,15075,,7,2
train_385,26,65000,모기지론,5.0,부채통합,5000,5.42,4,0
train_386,26,60000,모기지론,3.0,교육,20000,10.74,4,1
train_387,26,24000,임대,0.0,교육,4800,,3,0
train_388,26,28800,임대,0.0,주택개선,13000,14.46,2,3
train_389,25,52000,임대,5.0,의료,19000,,4,1
train_390,22,30000,소유,,교육,5125,10.0,3,1
train_391,22,44160,모기지론,5.0,투자,3000,14.79,3,2
train_392,26,53000,임대,4.0,부채통합,5000,15.95,2,3
train_393,29,117000,임대,6.0,교육,21000,10.65,5,1
train_394,21,42000,임대,6.0,교육,7200,5.42,4,0
train_395,27,72000,모기지론,11.0,교육,15000,,5,2
train_396,28,72000,모기지론,3.0,주택개선,4000,10.99,6,1
train_397,24,31000,모기지론,8.0,교육,5000,5.42,2,0
train_398,42,38400,임대,4.0,의료,13000,,11,1
train_399,26,48000,모기지론,4.0,개인사업,10000,5.79,4,0
train_400,23,48500,임대,0.0,부채통합,4500,12.21,4,1
train_401,35,32000,임대,1.0,교육,3125,7.14,9,0
train_402,24,84996,임대,1.0,의료,6000,6.03,3,0
train_403,23,46800,임대,4.0,교육,14000,10.37,3,1
train_404,23,46500,소유,2.0,부채통합,6000,,2,3
train_405,38,36400,임대,1.0,개인사업,6000,12.87,17,2
train_406,24,24996,임대,0.0,개인사업,4000,9.45,3,1
train_407,26,34000,임대,0.0,투자,1200,9.91,3,1
train_408,23,51000,모기지론,7.0,의료,10000,7.14,2,0
train_409,28,24000,소유,,투자,3000,6.91,5,0
train_410,36,430000,임대,2.0,교육,25000,13.8,11,2
train_411,38,25000,임대,1.0,교육,1000,8.0,16,0
train_412,25,34000,모기지론,2.0,주택개선,5800,13.48,3,2
train_413,32,95000,모기지론,13.0,주택개선,8000,14.84,9,3
train_414,26,43000,임대,1.0,의료,8000,12.87,3,2
train_415,29,46140,모기지론,2.0,주택개선,4800,14.72,6,2
train_416,23,21600,임대,3.0,교육,5500,9.25,4,1
train_417,27,66800,모기지론,11.0,의료,9600,7.51,7,0
train_418,28,73008,모기지론,2.0,교육,14000,12.73,6,2
train_419,35,67641,모기지론,6.0,투자,10000,8.0,5,0
train_420,33,120000,모기지론,3.0,교육,14050,8.9,7,0
train_421,35,80000,임대,5.0,교육,7000,7.29,8,0
train_422,29,50000,임대,13.0,주택개선,6000,9.99,7,1
train_423,48,70000,모기지론,2.0,주택개선,21600,7.51,11,0
train_424,25,52000,모기지론,9.0,주택개선,24500,6.17,3,0
train_425,21,26124,임대,3.0,교육,8875,15.62,3,3
train_426,31,300000,모기지론,1.0,투자,35000,15.23,6,2
train_427,35,70000,임대,2.0,교육,2000,13.72,7,2
train_428,25,66000,임대,7.0,부채통합,6500,10.25,3,1
train_429,25,56000,모기지론,7.0,주택개선,2000,11.49,3,1
train_430,25,45000,모기지론,0.0,투자,17000,11.89,2,1
train_431,39,31200,임대,2.0,개인사업,6400,11.49,15,1
train_432,28,178000,임대,5.0,교육,25000,14.46,7,3
train_433,27,105000,모기지론,11.0,교육,28000,,7,0
train_434,26,60000,임대,10.0,투자,5000,10.99,2,1
train_435,23,75000,모기지론,7.0,의료,6000,10.99,3,1
train_436,31,91000,임대,12.0,교육,4000,7.66,6,0
train_437,25,30000,임대,9.0,주택개선,5600,,4,2
train_438,24,104000,모기지론,9.0,개인사업,14000,9.99,3,1
train_439,23,56928,임대,3.0,개인사업,4800,10.38,3,1
train_440,46,82359,모기지론,6.0,개인사업,6600,7.66,13,0
train_441,27,85000,임대,2.0,투자,7000,13.99,9,2
train_442,27,58000,모기지론,4.0,부채통합,1500,,9,2
train_443,24,130000,모기지론,8.0,부채통합,7000,11.99,3,1
