ID,성별,고령자여부,기혼여부,부양가족여부,가입기간,집전화이용여부,다중회선여부,인터넷이용방식,인터넷보안서비스사용여부,인터넷백업서비스사용여부,기기방화벽서비스사용여부,인터넷기술지원서비스사용여부,스트리밍TV여부,스트리밍영화여부,약정기간,지로여부,지불방법,한달요금,총지불요금,이탈여부
train_36,1,1,0,0,5,1,0,광,0,0,1,0,1,0,0,0,메일,84.85,415.55,1
train_37,1,0,1,0,49,1,0,,0,0,0,0,0,0,2,0,자동이체,20.15,973.35,0
train_38,1,0,0,0,7,1,0,,0,0,0,0,0,0,0,1,메일,20.05,164.85,1
train_39,0,1,0,0,24,1,1,광,0,1,0,0,0,0,0,0,전자,80.5,2088.45,0
train_40,0,0,0,1,1,1,0,디지털,0,1,0,0,0,0,0,0,전자,49.9,49.9,0
train_41,1,0,0,0,7,1,0,,0,0,0,0,0,0,0,1,메일,19.3,144.95,0
train_42,1,0,0,1,18,1,1,,0,0,0,0,0,0,2,1,신용카드,25.3,454.65,0
train_43,0,1,1,0,70,1,1,광,0,1,1,0,1,1,0,0,전자,102.95,7101.5,1
train_44,0,0,0,0,52,1,1,광,0,1,1,0,1,1,0,0,전자,103.05,5364.8,0
train_45,1,1,0,0,50,1,1,광,0,0,1,1,1,1,0,0,전자,104.95,5222.35,0
train_46,1,0,1,0,19,1,1,광,0,0,0,0,1,0,0,0,전자,86.85,1564.4,0
train_47,1,0,0,1,41,1,0,,0,0,0,0,0,0,1,0,신용카드,20.25,865.0,0
train_48,0,0,1,1,22,1,1,광,0,0,1,0,1,0,0,0,전자,88.75,1885.15,0
train_49,1,0,1,0,43,0,0,디지털,1,0,0,1,0,0,0,1,자동이체,34.0,1505.35,0
train_50,0,0,1,0,61,1,1,,0,0,0,0,0,0,2,1,자동이체,25.45,1538.6,0
train_51,0,0,1,1,61,1,0,디지털,1,1,1,1,1,1,1,1,자동이체,84.9,5264.5,0
train_52,0,0,1,0,43,1,0,광,1,0,1,1,0,0,1,0,자동이체,84.25,3539.25,0
train_53,1,0,0,0,1,1,0,디지털,0,1,0,0,0,0,0,1,전자,49.5,49.5,0
train_54,1,0,0,0,14,1,1,광,0,0,1,0,0,0,0,0,전자,80.45,1072.0,1
train_55,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,자동이체,20.2,20.2,1
train_56,0,0,0,0,56,1,1,광,0,1,0,0,1,1,0,1,전자,98.6,5581.05,0
train_57,0,0,0,0,60,0,0,디지털,1,1,1,0,0,0,2,1,자동이체,39.6,2424.5,0
train_58,0,0,0,0,14,1,1,광,0,1,0,0,1,1,0,0,전자,100.55,1415.55,1
train_59,1,0,1,1,72,0,0,디지털,1,1,1,1,0,1,2,1,신용카드,55.65,3880.05,0
train_60,0,0,0,0,10,1,0,디지털,0,0,0,0,0,0,0,1,메일,46.0,492.1,0
train_61,0,0,1,1,7,1,0,,0,0,0,0,0,0,0,0,자동이체,20.25,174.7,0
train_62,1,0,1,1,57,1,0,디지털,1,0,1,1,0,0,1,0,메일,59.3,3274.35,0
train_63,0,0,0,0,3,1,0,광,0,0,0,0,0,1,0,0,전자,80.35,253.8,0
train_64,1,0,0,0,6,1,0,광,0,0,0,0,1,1,0,0,전자,91.1,455.3,1
train_65,1,0,0,0,15,1,0,디지털,0,0,1,0,0,1,0,0,전자,59.45,892.65,1
train_66,1,0,1,1,24,1,1,광,0,1,1,0,0,0,1,1,자동이체,83.15,2033.05,0
train_67,0,0,0,0,7,1,0,디지털,0,0,0,0,1,0,0,1,메일,54.85,370.4,0
train_68,1,1,0,0,3,1,1,광,0,0,0,0,0,0,0,0,신용카드,75.05,256.25,1
train_69,0,0,0,1,13,1,0,디지털,1,0,0,0,0,0,0,0,신용카드,52.1,670.65,0
train_70,1,0,1,0,71,1,1,디지털,1,1,1,1,1,1,2,1,신용카드,85.75,6223.8,0
train_71,0,0,0,0,64,1,1,디지털,1,1,1,1,1,0,1,1,전자,81.25,5567.55,0
train_72,0,0,0,0,13,1,1,광,1,0,0,0,1,1,0,1,메일,98.15,1230.25,1
train_73,0,0,0,1,12,1,0,디지털,1,0,0,0,1,1,0,0,메일,69.85,837.5,0
train_74,1,0,0,1,2,1,1,광,1,0,0,0,0,0,0,1,신용카드,80.55,188.1,0
train_75,0,1,1,0,7,1,1,광,0,0,0,0,0,0,0,0,전자,75.4,533.05,0
train_76,1,0,1,1,68,0,0,디지털,0,1,1,1,1,1,2,1,신용카드,60.3,4109.0,0
train_77,1,0,0,0,24,1,0,,0,0,0,0,0,0,1,1,신용카드,20.45,527.35,0
train_78,0,0,0,0,48,1,0,,0,0,0,0,0,0,2,1,신용카드,19.85,916.0,0
train_79,0,0,1,1,65,1,1,광,1,0,1,1,1,1,2,1,자동이체,108.65,6937.95,1
train_80,0,0,1,1,66,1,0,,0,0,0,0,0,0,2,1,신용카드,20.0,1374.2,0
train_81,0,1,1,0,72,1,1,,0,0,0,0,0,0,2,0,자동이체,25.0,1802.55,0
train_82,1,0,1,1,1,1,1,광,1,0,1,0,1,1,0,0,전자,102.45,102.45,1
train_83,1,0,1,1,25,1,0,,0,0,0,0,0,0,1,1,메일,20.05,520.1,0
train_84,0,0,0,0,12,1,1,광,0,0,1,0,1,0,0,0,전자,89.55,1021.75,0
train_85,0,0,0,0,5,1,0,광,0,0,0,0,0,1,0,1,메일,78.75,426.35,0
train_86,1,0,0,0,2,1,1,광,0,0,0,0,1,1,0,0,전자,96.0,174.8,1
train_87,0,1,0,0,2,1,0,,0,0,0,0,0,0,0,1,전자,19.2,37.2,0
train_88,1,0,0,0,67,1,0,,0,0,0,0,0,0,1,1,전자,20.55,1343.4,0
train_89,1,1,0,0,38,1,0,,0,0,0,0,0,0,2,1,메일,20.2,735.9,0
train_90,0,0,0,0,2,1,0,디지털,0,0,0,0,0,0,0,1,자동이체,46.05,80.35,1
train_91,1,0,1,0,49,1,0,,0,0,0,0,0,0,1,1,신용카드,19.0,918.7,0
train_92,0,0,1,1,1,1,0,디지털,0,0,0,0,0,0,0,1,전자,44.55,44.55,0
train_93,1,0,0,0,26,1,0,광,1,0,1,1,0,1,1,0,자동이체,95.85,2475.35,0
train_94,0,0,1,0,21,1,1,광,0,0,1,1,1,1,0,0,전자,106.1,2249.95,1
train_95,1,0,0,0,4,1,0,디지털,0,0,0,0,0,0,0,0,메일,46.0,193.6,1
train_96,0,0,1,0,50,1,0,,0,0,0,0,0,0,2,1,메일,20.55,1067.65,0
train_97,0,0,1,1,62,1,0,광,1,1,0,0,0,0,1,0,신용카드,81.45,4983.05,0
train_98,0,0,0,1,8,0,0,디지털,0,0,0,0,0,0,0,1,메일,25.5,215.2,1
train_99,1,0,1,0,20,1,0,,0,0,0,0,0,0,0,1,자동이체,19.25,375.25,0
train_100,1,0,0,0,12,1,0,,0,0,0,0,0,0,1,0,자동이체,19.35,219.35,0
train_101,0,0,1,1,53,1,0,디지털,0,1,0,1,1,0,0,1,신용카드,65.0,3363.8,0
train_102,0,0,0,0,18,1,1,,0,0,0,0,0,0,1,1,메일,23.75,424.5,0
train_103,1,0,1,1,58,1,1,광,1,1,0,0,0,1,0,0,자동이체,93.4,5435.6,1
train_104,1,0,0,1,14,1,1,광,1,0,0,1,0,0,0,0,메일,86.0,1164.05,0
train_105,1,1,1,0,38,1,1,광,0,0,0,0,0,0,0,0,자동이체,74.95,2869.85,1
train_106,1,0,0,0,36,1,0,,0,0,0,0,0,0,1,0,자동이체,19.25,679.8,0
train_107,1,0,1,1,10,1,1,광,0,0,0,0,0,1,0,1,전자,85.95,858.6,0
train_108,1,0,0,0,12,1,0,디지털,0,0,0,0,0,0,0,0,전자,45.05,523.1,0
train_109,0,0,0,0,2,1,0,,0,0,0,0,0,0,0,1,메일,20.05,33.7,0
train_110,0,0,0,0,1,1,0,광,0,0,0,0,1,0,0,0,전자,79.5,79.5,1
train_111,0,0,0,0,5,1,1,광,0,0,0,0,0,0,0,0,자동이체,75.9,357.75,1
train_112,0,0,1,1,18,0,0,디지털,0,0,0,0,0,0,0,1,신용카드,25.55,467.85,0
train_113,1,0,0,0,23,1,0,,0,0,0,0,0,0,1,0,신용카드,19.65,478.1,0
train_114,0,0,1,1,47,1,1,광,0,1,0,0,1,1,0,0,전자,99.35,4749.15,1
train_115,1,0,0,0,69,1,1,광,0,0,1,1,1,1,2,1,전자,104.0,7028.5,0
train_116,0,0,0,0,22,1,0,디지털,0,1,0,1,0,0,1,0,신용카드,55.15,1193.05,1
train_117,1,0,1,0,61,1,0,,0,0,0,0,0,0,2,1,신용카드,20.25,1278.8,0
train_118,0,0,0,0,7,1,0,광,1,0,0,0,0,0,0,1,메일,74.35,533.6,0
train_119,0,0,1,0,72,1,1,광,1,1,1,1,1,1,2,1,자동이체,115.15,8349.45,0
train_120,1,0,0,0,1,1,0,디지털,0,0,0,1,0,0,0,0,전자,50.8,50.8,1
train_121,0,0,0,0,71,1,1,광,1,1,1,1,1,1,1,0,자동이체,116.3,8309.55,0
train_122,1,0,1,1,32,1,0,디지털,1,1,1,1,0,1,0,1,자동이체,76.3,2404.15,0
train_123,0,0,1,0,24,1,0,,0,0,0,0,0,0,2,1,메일,19.75,483.15,0
train_124,0,0,1,0,14,1,0,디지털,0,0,1,0,0,0,0,1,신용카드,50.2,668.85,0
train_125,0,0,0,0,69,1,1,디지털,1,1,1,1,0,1,2,0,신용카드,81.5,5553.25,0
train_126,1,1,1,0,20,1,0,디지털,0,1,0,0,0,1,0,0,전자,60.0,1259.35,0
train_127,1,0,0,0,4,1,1,디지털,0,0,0,1,1,0,0,0,메일,64.4,253.0,0
train_128,1,0,0,0,67,1,1,디지털,1,0,1,1,1,1,2,0,메일,85.25,5714.2,0
train_129,0,0,0,1,47,1,0,디지털,1,1,0,0,0,0,0,0,전자,55.3,2654.05,0
train_130,1,0,1,1,71,1,1,디지털,1,1,1,1,0,0,2,1,메일,71.1,5224.95,0
train_131,0,1,1,0,71,1,0,광,0,1,1,1,0,1,2,0,신용카드,95.5,6707.15,0
train_132,1,0,1,1,52,1,1,광,1,1,1,0,0,1,0,1,자동이체,98.15,4993.4,0
train_133,1,0,1,0,33,0,0,디지털,1,0,1,1,1,1,2,1,자동이체,59.55,2016.3,0
train_134,0,0,0,1,1,1,1,광,0,0,0,0,0,0,0,0,전자,74.35,74.35,1
train_135,1,0,1,0,51,1,1,,0,0,0,0,0,0,2,1,메일,25.5,1281.25,0
train_136,1,0,0,0,60,1,0,,0,0,0,0,0,0,2,1,메일,20.6,1093.0,0
train_137,0,1,0,0,50,1,1,디지털,1,1,0,0,1,0,0,0,자동이체,70.35,3454.6,0
train_138,0,0,0,0,37,1,1,광,1,0,0,0,1,0,0,0,전자,91.15,3369.25,0
train_139,0,1,1,1,61,1,1,광,0,1,0,0,1,1,1,1,전자,99.0,5969.3,0
train_140,0,0,0,0,12,1,1,,0,0,0,0,0,0,0,1,전자,25.0,316.2,0
train_141,1,0,0,0,28,1,0,디지털,0,0,1,0,1,0,0,0,자동이체,59.55,1646.45,0
train_142,0,0,1,1,5,1,1,,0,0,0,0,0,0,0,0,자동이체,25.9,135.0,1
train_143,0,1,1,0,33,0,0,디지털,0,1,1,1,1,0,0,0,전자,50.0,1750.85,0
train_144,0,0,0,0,7,1,1,광,0,1,0,0,1,1,0,0,전자,99.8,673.25,1
train_145,1,0,1,1,16,1,0,,0,0,0,0,0,0,0,1,메일,19.35,275.9,0
train_146,1,0,1,1,3,1,0,디지털,0,1,0,0,1,0,0,0,신용카드,58.7,168.6,0
train_147,1,1,1,0,1,1,1,광,0,0,0,0,0,0,0,0,전자,74.45,74.45,1
train_148,0,0,1,1,72,1,1,광,0,1,0,0,1,0,1,0,전자,89.7,6588.95,0
train_149,1,1,1,0,59,1,1,광,1,1,1,1,0,0,1,0,전자,94.05,5483.9,0
train_150,1,0,0,0,12,0,0,디지털,1,0,1,1,0,1,2,1,메일,49.85,552.1,0
train_151,0,0,1,1,55,1,0,디지털,1,0,0,0,0,1,1,1,신용카드,59.45,3157.0,0
train_152,0,0,0,0,32,1,1,광,0,0,0,0,0,1,0,0,자동이체,85.65,2664.3,0
train_153,0,0,1,0,52,1,1,광,0,1,0,1,0,1,0,0,신용카드,95.65,5088.4,0
train_154,1,0,0,0,15,1,0,,0,0,0,0,0,0,0,1,자동이체,19.4,289.3,1
train_155,0,0,1,1,72,1,0,,0,0,0,0,0,0,2,1,전자,20.55,1432.55,0
train_156,0,0,0,0,1,1,0,광,0,0,0,0,0,0,0,1,전자,69.95,69.95,1
train_157,1,0,0,0,9,1,0,디지털,1,1,0,0,1,1,0,0,전자,74.65,703.55,1
train_158,0,0,0,0,19,1,0,,0,0,0,0,0,0,2,0,메일,19.95,373.5,0
train_159,0,1,0,0,72,1,1,,0,0,0,0,0,0,2,1,자동이체,25.4,1809.35,0
train_160,0,0,0,0,69,0,0,디지털,1,1,0,1,1,1,2,0,자동이체,60.05,4176.7,0
train_161,1,1,1,0,48,1,1,광,1,1,1,1,1,1,0,1,전자,117.45,5438.9,1
train_162,1,0,0,0,58,1,0,디지털,1,1,1,1,0,0,2,0,신용카드,64.9,3795.45,0
train_163,1,0,0,0,22,1,0,광,1,0,0,1,0,1,0,0,전자,89.05,1886.25,0
train_164,1,0,0,0,2,1,1,광,0,0,0,0,0,0,0,0,전자,75.55,166.3,1
train_165,1,0,1,1,44,1,0,,0,0,0,0,0,0,0,1,메일,19.6,780.25,0
train_166,0,0,1,0,61,1,1,디지털,1,0,1,0,0,1,2,0,메일,69.9,4226.7,0
train_167,0,0,0,0,42,1,1,,0,0,0,0,0,0,1,1,전자,25.05,949.85,0
train_168,0,0,0,0,54,1,0,,0,0,0,0,0,0,2,1,신용카드,19.65,1008.7,0
train_169,1,0,1,1,27,1,0,디지털,0,1,0,0,0,0,0,1,메일,49.85,1336.15,0
train_170,1,0,1,1,8,1,1,디지털,0,1,0,0,0,0,0,1,전자,55.75,446.8,0
train_171,0,0,1,0,61,1,1,광,0,0,0,0,1,1,1,0,자동이체,96.5,5673.7,0
train_172,1,0,0,1,63,1,0,,0,0,0,0,0,0,2,1,신용카드,19.5,1215.1,0
train_173,1,0,1,0,21,0,0,디지털,1,0,0,0,0,0,0,1,전자,28.5,629.35,0
train_174,0,0,0,0,68,1,1,,0,0,0,0,0,0,2,0,자동이체,24.15,1498.85,0
train_175,1,0,0,0,25,1,0,광,1,1,0,0,0,0,0,0,자동이체,79.85,2015.35,1
train_176,1,0,0,1,1,1,0,디지털,1,0,0,0,0,0,0,1,메일,49.9,49.9,0
train_177,0,0,1,0,48,1,0,,0,0,0,0,0,0,2,1,메일,19.25,855.1,0
train_178,1,0,1,1,72,1,1,광,1,0,1,1,1,1,2,1,메일,107.45,7576.7,0
train_179,1,0,0,0,16,1,0,디지털,1,0,0,0,0,0,0,0,전자,50.15,762.25,1
train_180,1,1,1,0,55,1,0,광,0,0,1,1,1,0,2,1,신용카드,88.8,4805.3,0
train_181,1,1,0,0,7,1,0,디지털,1,0,0,0,0,0,0,0,전자,48.2,340.35,0
train_182,0,0,1,0,2,1,0,,0,0,0,0,0,0,0,1,메일,20.0,38.0,0
train_183,0,1,1,0,55,1,1,광,0,0,0,0,0,0,0,0,전자,74.0,4052.4,0
train_184,1,0,1,1,59,1,1,디지털,1,0,1,1,1,0,2,0,메일,76.45,4519.5,0
train_185,0,0,0,0,1,1,0,광,0,0,0,1,0,0,0,0,전자,75.9,75.9,1
train_186,1,0,0,0,38,1,0,,0,0,0,0,0,0,2,1,메일,20.05,741.5,0
train_187,0,0,0,0,72,1,1,디지털,1,1,1,1,1,1,2,1,자동이체,92.0,6632.75,0
train_188,1,0,0,0,13,1,1,광,1,0,0,0,0,0,0,0,신용카드,80.0,1029.35,0
train_189,0,0,0,0,1,1,1,광,0,0,0,0,0,1,0,0,전자,86.6,86.6,1
train_190,1,0,1,1,9,1,0,디지털,1,0,0,0,0,0,1,1,메일,48.6,422.3,0
train_191,0,0,1,0,64,1,1,디지털,0,1,1,1,1,0,2,0,자동이체,76.1,4818.8,0
train_192,1,0,1,1,72,1,0,디지털,1,1,1,1,0,1,2,0,전자,74.35,5237.4,0
train_193,1,0,0,0,61,1,1,디지털,1,1,1,1,1,1,2,1,전자,89.65,5308.7,0
train_194,0,0,0,0,1,1,1,디지털,0,0,1,0,0,0,0,1,전자,54.35,54.35,1
train_195,1,0,0,0,54,1,0,,0,0,0,0,0,0,2,1,메일,20.1,1079.45,0
train_196,1,0,0,1,18,0,0,디지털,0,0,0,0,0,1,0,0,전자,35.0,553.0,1
train_197,0,0,1,1,50,1,1,디지털,1,0,0,1,1,0,2,0,신용카드,70.5,3486.65,0
train_198,0,1,1,0,65,1,1,광,1,0,0,0,1,1,1,0,전자,100.75,6674.65,0
train_199,1,0,1,0,5,1,0,광,0,0,0,0,0,0,0,1,전자,69.95,330.15,1
train_200,0,1,0,0,70,0,0,디지털,0,0,0,0,1,1,1,0,전자,45.25,3264.45,1
train_201,1,0,1,1,69,1,0,,0,0,0,0,0,0,2,1,자동이체,20.15,1337.5,0
train_202,1,0,1,1,62,1,0,,0,0,0,0,0,0,2,1,자동이체,20.3,1296.15,0
train_203,0,0,0,0,29,1,0,광,0,0,0,1,1,1,0,0,전자,94.2,2607.6,0
train_204,1,0,1,1,70,1,1,광,0,1,1,1,1,1,2,0,전자,110.2,7689.8,0
train_205,0,0,0,0,48,1,1,광,1,0,0,1,0,1,0,0,전자,95.4,4445.3,0
train_206,1,0,0,0,3,1,1,광,0,0,0,0,0,0,0,0,전자,74.95,212.4,0
train_207,0,0,0,0,62,1,0,,0,0,0,0,0,0,2,0,신용카드,20.05,1201.65,0
train_208,1,0,0,0,49,1,0,디지털,0,0,1,1,1,1,2,0,자동이체,74.45,3721.9,0
train_209,1,1,1,0,47,1,1,광,1,0,0,0,0,0,0,1,전자,80.35,3825.85,1
train_210,0,0,1,1,39,1,1,,0,0,0,0,0,0,2,0,메일,23.8,903.8,0
train_211,0,0,1,1,1,1,0,광,0,0,0,0,0,0,0,0,전자,70.0,70.0,1
train_212,0,0,0,0,18,1,0,디지털,0,0,1,1,0,0,0,1,신용카드,55.2,1058.1,0
train_213,1,0,0,0,51,1,1,광,0,1,1,1,1,1,1,0,전자,111.5,5703.25,0
train_214,1,0,1,1,71,1,1,디지털,1,1,1,1,1,1,2,1,메일,91.05,6293.75,0
train_215,0,0,1,0,66,1,1,디지털,1,1,0,1,1,1,2,1,전자,85.25,5538.35,0
train_216,0,0,1,1,34,1,0,광,0,0,1,0,1,0,0,0,메일,84.05,2909.95,0
train_217,1,1,1,0,26,1,1,광,0,0,1,0,1,1,0,0,자동이체,98.1,2510.7,0
train_218,0,0,1,1,72,1,0,디지털,0,1,1,0,1,1,2,0,자동이체,75.4,5480.25,0
train_219,1,0,0,0,7,1,0,광,0,0,1,0,0,0,0,0,전자,75.15,525.0,0
train_220,0,0,0,0,20,1,0,디지털,1,0,1,0,0,1,0,1,신용카드,64.4,1398.6,0
train_221,1,1,0,0,59,1,1,광,0,0,1,0,1,1,1,0,전자,99.5,5890.0,0
train_222,1,0,0,0,62,1,1,광,1,1,1,0,0,0,1,0,전자,92.05,5755.8,0
train_223,1,0,1,0,16,1,1,광,0,0,0,0,1,0,0,0,전자,84.95,1378.25,1
train_224,0,0,1,0,9,0,0,디지털,0,0,0,0,0,0,1,1,자동이체,24.1,259.8,1
train_225,1,1,0,0,5,1,0,광,0,0,0,0,0,0,0,0,메일,69.05,318.5,1
train_226,1,0,0,0,65,1,1,광,1,1,1,0,1,1,0,0,신용카드,111.05,7107.0,0
train_227,1,0,1,1,35,1,0,광,1,0,1,1,1,1,0,0,전자,106.9,3756.45,0
train_228,0,0,1,1,72,0,0,디지털,1,1,1,1,1,1,2,0,자동이체,65.65,4664.5,0
train_229,0,0,0,0,8,1,0,디지털,0,0,0,0,1,1,0,0,전자,66.25,546.45,0
train_230,1,1,0,0,18,1,0,광,0,0,1,0,0,1,0,0,전자,84.95,1443.65,0
train_231,0,0,0,0,3,1,0,디지털,0,0,0,0,0,0,0,1,메일,45.45,141.7,0
train_232,1,0,1,1,61,1,0,디지털,1,0,0,0,0,0,1,0,자동이체,49.7,2961.4,0
train_233,1,0,1,0,57,0,0,디지털,1,0,1,1,0,1,0,0,자동이체,49.9,2782.4,0
train_234,1,0,1,0,14,1,0,광,0,0,0,0,0,1,0,0,전자,78.1,1122.4,0
train_235,0,0,1,1,67,1,0,디지털,1,1,0,0,0,0,2,0,자동이체,54.2,3838.2,0
train_236,0,0,0,0,1,1,0,디지털,0,0,0,0,0,0,0,0,자동이체,44.05,44.05,0
train_237,1,0,0,1,4,0,0,디지털,1,1,1,0,1,1,0,0,메일,57.2,223.75,0
train_238,0,0,0,0,72,1,0,,0,0,0,0,0,0,2,1,자동이체,19.85,1434.1,0
train_239,1,0,1,0,68,1,0,디지털,1,0,0,1,0,0,1,1,자동이체,55.9,3848.8,0
train_240,1,1,1,0,60,1,0,광,1,1,1,1,1,1,2,0,자동이체,110.0,6668.35,0
train_241,1,0,1,1,69,0,0,디지털,1,1,1,1,0,0,2,1,자동이체,46.25,3121.4,0
train_242,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,1,메일,19.5,19.5,0
train_243,1,0,0,0,17,1,1,,0,0,0,0,0,0,0,1,메일,24.8,475.25,0
train_244,0,0,0,0,10,0,0,디지털,0,0,1,0,0,0,0,1,메일,29.5,255.25,1
train_245,1,0,0,0,15,1,0,광,1,0,1,1,1,1,0,1,전자,105.1,1582.75,1
train_246,0,0,0,0,26,1,0,광,0,1,1,0,1,0,0,1,전자,89.8,2335.3,1
train_247,1,1,0,0,45,0,0,디지털,0,0,0,0,0,1,1,1,전자,34.2,1596.6,0
train_248,0,0,1,0,24,1,1,광,0,1,1,0,1,1,0,0,전자,104.65,2542.45,1
train_249,0,0,0,0,4,1,0,,0,0,0,0,0,0,0,0,전자,20.2,55.7,0
train_250,0,0,1,0,68,1,0,디지털,1,1,1,0,0,1,2,1,자동이체,70.95,4741.45,0
train_251,0,0,1,0,49,1,1,광,1,1,0,0,1,0,0,0,자동이체,93.85,4733.1,0
train_252,1,0,1,1,70,1,1,광,1,1,1,1,0,0,2,1,자동이체,93.9,6579.05,1
train_253,0,0,0,0,1,1,0,광,0,0,0,0,1,1,0,0,전자,89.1,89.1,1
train_254,1,0,1,1,9,1,1,디지털,0,1,0,0,0,0,0,0,메일,55.3,501.2,0
train_255,0,1,0,1,1,1,0,디지털,0,0,1,0,0,0,0,0,메일,50.15,50.15,1
train_256,0,1,1,0,65,1,1,광,0,1,1,0,1,1,1,0,자동이체,103.15,6792.45,0
train_257,0,1,1,1,32,1,0,광,0,1,0,0,1,1,0,0,메일,93.95,2861.45,0
train_258,1,0,1,1,34,1,1,,0,0,0,0,0,0,1,0,신용카드,25.6,917.15,0
train_259,0,0,1,0,71,0,0,디지털,0,1,0,0,1,1,2,1,전자,49.35,3515.25,1
train_260,1,0,1,1,35,1,0,,0,0,0,0,0,0,2,0,메일,19.85,739.35,0
train_261,0,0,1,1,5,1,0,광,1,0,1,0,0,1,0,0,메일,90.35,434.5,0
train_262,0,0,0,0,43,0,0,디지털,1,0,1,0,0,0,1,0,신용카드,35.2,1463.7,0
train_263,0,0,0,0,35,1,1,광,1,1,1,1,0,0,0,0,메일,96.75,3403.4,0
train_264,0,0,1,1,63,1,0,,0,0,0,0,0,0,2,1,메일,19.55,1245.6,0
train_265,0,0,1,1,1,1,0,디지털,1,0,0,0,0,0,0,0,메일,48.75,48.75,0
train_266,1,0,1,0,72,1,1,,0,0,0,0,0,0,2,1,신용카드,24.85,1871.85,0
train_267,0,0,1,1,35,1,1,디지털,0,0,0,1,1,1,1,0,자동이체,73.45,2661.1,0
