ID,나이,연간소득,주택소유상태,근로기간,대출목적,대출금액,이자율,신용거래기간,target
train_141,25,100000,모기지론,6.0,투자,12000,9.91,4,0
train_142,27,40000,소유,3.0,개인사업,5000,8.59,7,0
train_143,29,44400,임대,2.0,주택개선,12000,15.99,5,1
train_144,23,75000,임대,7.0,교육,5000,7.49,3,0
train_145,25,60000,모기지론,2.0,개인사업,6900,9.99,2,0
train_146,22,40000,임대,4.0,교육,10000,14.27,3,0
train_147,26,90000,임대,0.0,주택개선,14000,6.03,2,0
train_148,25,62500,임대,2.0,투자,12000,16.77,2,1
train_149,28,73000,모기지론,6.0,투자,15000,11.83,9,0
train_150,24,31000,임대,8.0,투자,13500,13.43,4,1
train_151,26,39900,임대,1.0,부채통합,14000,10.37,3,1
train_152,26,25000,임대,1.0,부채통합,1500,14.7,2,1
train_153,21,33000,임대,5.0,부채통합,10000,,4,1
train_154,26,250000,모기지론,11.0,주택개선,9000,9.99,2,0
train_155,48,92000,임대,6.0,부채통합,16500,12.69,15,0
train_156,24,40000,임대,1.0,투자,9000,11.99,4,0
train_157,23,69360,임대,5.0,부채통합,4000,7.74,3,0
train_158,24,47000,임대,0.0,의료,1450,10.74,4,0
train_159,24,69996,임대,7.0,부채통합,5000,10.38,4,0
train_160,22,48000,임대,0.0,교육,1000,7.29,4,0
train_161,29,48000,임대,6.0,교육,6025,10.65,6,0
train_162,23,25000,임대,2.0,의료,1800,12.69,3,1
train_163,22,128165,임대,6.0,부채통합,14000,8.94,3,0
train_164,25,75000,모기지론,2.0,부채통합,12000,,3,0
train_165,22,45600,모기지론,5.0,투자,9500,10.38,2,0
train_166,22,54000,임대,4.0,교육,5000,16.35,3,1
train_167,22,30000,임대,0.0,의료,12600,11.99,4,1
train_168,28,68553,모기지론,1.0,주택개선,15000,13.85,10,0
train_169,23,85000,모기지론,6.0,개인사업,25000,10.75,4,0
train_170,27,43000,소유,11.0,교육,15000,7.51,5,0
train_171,32,30996,모기지론,1.0,교육,2400,13.8,7,0
train_172,22,19800,소유,1.0,교육,2100,8.38,4,0
train_173,26,30000,모기지론,,부채통합,8000,6.62,4,1
train_174,29,180000,모기지론,13.0,부채통합,12000,12.99,5,0
train_175,25,68000,임대,0.0,투자,4000,6.76,2,0
train_176,23,139992,임대,3.0,투자,16000,14.18,3,0
train_177,25,95000,모기지론,0.0,부채통합,15000,11.49,3,0
train_178,22,32000,임대,7.0,교육,14000,12.23,3,1
train_179,24,52000,임대,8.0,교육,20000,15.65,2,1
train_180,28,63550,모기지론,12.0,주택개선,12500,,10,0
train_181,25,19800,임대,0.0,부채통합,5000,13.49,4,1
train_182,36,126251,임대,16.0,주택개선,14000,7.66,17,0
train_183,29,33600,임대,3.0,교육,4800,5.79,9,0
train_184,24,45000,모기지론,8.0,의료,5000,5.79,3,0
train_185,23,22884,임대,8.0,교육,6000,11.49,3,0
train_186,24,40000,모기지론,5.0,투자,8000,,4,0
train_187,23,65000,임대,3.0,투자,15000,8.94,3,0
train_188,29,75000,모기지론,9.0,개인사업,8000,11.99,5,0
train_189,26,109000,모기지론,8.0,의료,20000,10.75,4,0
train_190,25,80000,모기지론,0.0,의료,10000,5.79,4,0
train_191,46,180000,모기지론,31.0,투자,18000,9.91,11,0
train_192,21,40000,임대,4.0,교육,5000,5.79,2,0
train_193,27,50000,소유,9.0,교육,3000,7.75,6,0
train_194,30,40000,임대,2.0,의료,14000,12.73,8,1
train_195,23,130000,소유,7.0,투자,22600,14.96,2,0
train_196,22,61300,모기지론,4.0,투자,13000,9.63,3,0
train_197,25,35392,임대,9.0,교육,6000,7.4,3,0
train_198,33,53000,임대,2.0,교육,10000,8.94,9,0
train_199,23,38000,임대,4.0,개인사업,10000,10.99,2,0
train_200,23,25200,임대,0.0,주택개선,6000,13.23,4,1
train_201,26,27600,소유,2.0,투자,2500,11.71,3,0
train_202,24,44400,임대,0.0,개인사업,1325,10.0,4,1
train_203,30,59000,모기지론,0.0,의료,10000,7.51,8,0
train_204,22,30288,모기지론,2.0,교육,6000,12.73,2,0
train_205,32,36000,임대,4.0,의료,6000,16.07,10,1
train_206,44,95000,모기지론,4.0,교육,10000,10.95,11,0
train_207,62,51600,임대,2.0,개인사업,8525,6.54,24,0
train_208,26,135000,모기지론,6.0,교육,15000,15.33,2,0
train_209,22,75500,모기지론,6.0,개인사업,12000,,2,0
train_210,22,48000,임대,6.0,부채통합,8000,12.99,3,0
train_211,27,40000,모기지론,7.0,투자,13000,7.88,7,0
train_212,36,35256,모기지론,5.0,주택개선,5000,5.99,11,0
train_213,53,88000,임대,0.0,교육,5000,8.49,25,0
train_214,24,60000,모기지론,0.0,부채통합,6000,5.42,3,0
train_215,35,17000,임대,0.0,의료,4750,9.32,6,1
train_216,26,40800,임대,2.0,개인사업,12000,,2,0
train_217,31,90000,모기지론,8.0,주택개선,18000,11.11,10,0
train_218,31,50000,임대,4.0,교육,6800,19.29,8,0
train_219,22,72000,모기지론,5.0,투자,12000,14.84,4,0
train_220,23,45000,임대,7.0,의료,16000,16.45,4,1
train_221,26,119000,모기지론,6.0,투자,15000,14.42,2,0
train_222,26,103000,모기지론,10.0,교육,5000,14.96,4,0
train_223,23,67000,모기지론,1.0,교육,16000,16.32,2,0
train_224,25,50000,임대,2.0,주택개선,19000,10.99,4,1
train_225,31,41004,임대,5.0,개인사업,5000,15.28,5,0
train_226,25,48000,임대,2.0,개인사업,6000,10.37,4,0
train_227,24,125000,모기지론,9.0,부채통합,25000,10.0,2,0
train_228,26,134000,모기지론,2.0,교육,30000,13.49,3,0
train_229,27,44196,임대,2.0,부채통합,5500,13.8,10,0
train_230,26,130000,모기지론,10.0,의료,4000,10.99,3,0
train_231,23,50000,임대,0.0,투자,8000,,4,0
train_232,26,49000,임대,2.0,투자,8400,18.25,4,1
train_233,22,79000,모기지론,6.0,투자,11000,13.11,4,0
train_234,34,73600,모기지론,10.0,주택개선,15000,12.42,7,0
train_235,31,50268,모기지론,4.0,개인사업,12000,12.61,9,0
train_236,34,140000,모기지론,17.0,투자,12000,15.21,10,0
train_237,22,28000,임대,0.0,의료,1200,12.69,3,0
train_238,31,34580,임대,3.0,개인사업,3000,11.49,6,1
train_239,26,40610,모기지론,7.0,주택개선,3500,7.14,4,0
train_240,25,36000,임대,2.0,개인사업,10000,,2,0
train_241,25,87000,모기지론,4.0,투자,13000,11.26,4,0
train_242,26,33600,임대,4.0,의료,3300,15.65,4,0
train_243,26,45500,임대,2.0,교육,9400,9.91,2,0
train_244,22,63500,모기지론,5.0,교육,7200,,3,0
train_245,25,75000,임대,0.0,교육,18500,7.49,3,0
train_246,25,118189,모기지론,9.0,투자,25000,11.49,3,0
train_247,27,44004,임대,1.0,교육,11750,15.31,8,1
train_248,22,48000,임대,6.0,의료,16500,8.9,4,1
train_249,28,158000,모기지론,6.0,의료,15000,7.9,5,0
train_250,23,50952,임대,0.0,교육,4000,11.54,4,0
train_251,32,106000,모기지론,3.0,투자,10000,,9,0
train_252,25,36000,임대,2.0,개인사업,4000,13.61,3,0
train_253,23,43000,임대,7.0,교육,1000,7.51,3,0
train_254,28,45000,임대,0.0,교육,4000,,8,0
train_255,37,68480,임대,2.0,의료,3600,15.23,11,0
train_256,32,62000,임대,1.0,주택개선,8000,9.99,5,0
train_257,29,71500,모기지론,3.0,부채통합,6000,9.63,10,0
train_258,22,116700,모기지론,0.0,교육,6000,8.49,4,0
train_259,22,41500,임대,3.0,투자,7000,15.7,3,1
train_260,38,34000,임대,8.0,의료,9500,14.46,15,1
train_261,24,50000,임대,0.0,투자,7200,11.71,2,0
train_262,22,63500,모기지론,3.0,교육,7000,,2,0
train_263,23,76000,임대,7.0,부채통합,25000,16.02,4,1
train_264,29,55000,임대,13.0,부채통합,6000,,9,0
train_265,25,37000,임대,2.0,투자,3325,11.49,3,0
train_266,23,59500,모기지론,1.0,의료,20000,11.83,4,1
train_267,35,36000,모기지론,4.0,교육,16000,10.99,8,1
train_268,23,92000,모기지론,5.0,교육,2400,12.69,2,0
train_269,24,145000,임대,3.0,투자,14000,12.84,4,0
train_270,25,120000,임대,6.0,의료,25000,10.74,2,0
train_271,26,61000,모기지론,3.0,개인사업,7500,10.25,4,0
train_272,24,42000,소유,8.0,주택개선,8000,6.62,2,0
train_273,24,115500,모기지론,8.0,주택개선,10000,7.75,4,0
train_274,23,35000,임대,5.0,의료,5400,12.84,4,0
train_275,29,45000,임대,7.0,의료,10000,,5,0
train_276,27,64000,임대,0.0,의료,12000,13.49,5,0
train_277,22,32000,모기지론,3.0,교육,6000,8.49,2,0
train_278,27,100000,임대,1.0,부채통합,35000,16.11,9,1
train_279,26,43000,임대,4.0,교육,10000,14.65,4,0
train_280,35,99800,모기지론,9.0,개인사업,8000,7.14,9,0
train_281,25,70000,임대,0.0,교육,5000,11.71,3,0
train_282,33,68736,임대,8.0,주택개선,1200,16.29,9,0
train_283,34,120000,모기지론,0.0,의료,7100,8.9,8,0
train_284,22,27120,임대,5.0,부채통합,9250,13.11,4,1
train_285,26,100000,모기지론,7.0,부채통합,7500,8.32,3,0
train_286,22,50000,임대,6.0,교육,11000,13.49,4,0
train_287,47,86500,모기지론,13.0,의료,24000,,17,0
train_288,22,48996,임대,0.0,개인사업,8000,14.96,2,1
train_289,32,96000,임대,1.0,개인사업,5000,11.99,9,0
train_290,24,63996,모기지론,5.0,투자,6000,10.75,3,0
train_291,24,40000,소유,6.0,투자,1000,6.76,3,0
train_292,26,90000,소유,2.0,투자,9500,8.07,2,0
train_293,26,42000,모기지론,4.0,의료,15000,11.26,4,0
train_294,32,49000,모기지론,3.0,의료,11500,10.99,9,1
train_295,32,25200,임대,0.0,개인사업,5000,7.91,8,0
train_296,30,55000,소유,6.0,교육,21250,15.7,6,0
train_297,24,72000,모기지론,2.0,주택개선,6000,7.49,2,0
train_298,23,11000,소유,0.0,개인사업,1400,9.32,3,0
train_299,22,42000,임대,0.0,개인사업,3600,7.37,3,0
train_300,25,200000,모기지론,2.0,투자,12000,10.38,2,0
train_301,29,75000,모기지론,11.0,주택개선,4200,10.99,6,0
train_302,31,20500,모기지론,4.0,부채통합,1000,6.76,5,0
train_303,33,40000,모기지론,12.0,개인사업,3200,5.42,8,0
train_304,23,65000,모기지론,7.0,교육,9000,7.88,3,0
train_305,28,44000,소유,10.0,개인사업,7500,14.84,8,0
train_306,22,37000,임대,2.0,주택개선,2500,17.49,3,1
train_307,31,74797,모기지론,1.0,의료,10000,15.58,6,1
train_308,30,110000,모기지론,14.0,투자,10000,10.65,8,0
train_309,36,60000,소유,0.0,개인사업,10225,17.51,13,0
train_310,28,66000,임대,12.0,부채통합,8400,7.51,8,1
train_311,25,72000,모기지론,9.0,교육,14000,12.42,2,0
train_312,26,58000,임대,9.0,개인사업,10500,11.48,2,0
train_313,21,36000,임대,5.0,주택개선,4000,12.99,4,1
train_314,23,37000,임대,7.0,교육,3000,10.75,4,1
train_315,27,52000,임대,0.0,주택개선,5100,10.37,7,0
train_316,27,44000,모기지론,3.0,부채통합,24000,8.88,9,1
train_317,27,30000,임대,6.0,투자,11500,10.36,7,1
train_318,21,30000,임대,1.0,교육,6000,13.16,4,1
train_319,36,44000,임대,4.0,부채통합,8000,17.49,15,1
train_320,28,78000,모기지론,12.0,주택개선,13000,,9,0
train_321,30,55000,모기지론,4.0,부채통합,12000,5.79,10,0
train_322,22,75000,임대,2.0,의료,20000,,2,0
train_323,24,172000,모기지론,5.0,교육,15000,10.37,4,0
train_324,41,70000,모기지론,2.0,개인사업,5000,12.69,12,0
train_325,36,40000,모기지론,16.0,교육,4000,18.07,14,0
train_326,34,124000,모기지론,3.0,주택개선,12000,7.51,5,0
train_327,24,40000,임대,2.0,부채통합,3600,11.12,3,0
train_328,47,64200,임대,1.0,교육,10000,,14,0
train_329,22,52128,임대,6.0,투자,13000,8.94,2,0
train_330,24,35500,임대,3.0,개인사업,16000,,4,1
train_331,25,39000,임대,6.0,교육,16000,15.65,2,1
train_332,35,79500,모기지론,5.0,개인사업,9600,14.61,5,0
train_333,30,200000,모기지론,14.0,부채통합,21600,13.11,8,0
train_334,29,14400,임대,4.0,부채통합,2200,5.99,10,0
train_335,23,57996,모기지론,7.0,부채통합,7200,,2,0
train_336,33,60626,임대,3.0,투자,10000,10.74,6,0
train_337,33,70632,모기지론,,의료,1500,10.65,5,0
train_338,34,68000,모기지론,1.0,교육,15000,11.78,7,0
train_339,24,45000,소유,8.0,주택개선,10000,,3,0
train_340,29,105000,임대,6.0,주택개선,30000,5.99,8,0
train_341,39,64000,모기지론,2.0,부채통합,8750,,13,1
train_342,24,75000,기타,5.0,주택개선,12000,14.26,3,0
train_343,25,30000,임대,0.0,주택개선,4800,15.95,2,1
train_344,31,66000,임대,3.0,개인사업,21000,10.37,10,1
train_345,34,39000,소유,5.0,주택개선,12000,11.99,6,0
train_346,25,55000,소유,9.0,교육,10000,13.57,2,0
train_347,23,39000,임대,1.0,교육,12000,10.99,4,1
train_348,26,45000,임대,1.0,의료,4800,5.42,2,0
train_349,25,74800,임대,2.0,의료,25000,10.99,2,1
train_350,30,80000,임대,5.0,개인사업,13600,12.42,9,0
train_351,22,76500,임대,0.0,주택개선,7500,13.24,4,1
train_352,24,18000,임대,2.0,교육,4000,12.87,4,1
train_353,23,48880,임대,2.0,교육,5500,10.99,3,0
train_354,24,39000,모기지론,8.0,투자,1200,,2,0
train_355,24,78000,임대,4.0,부채통합,30000,,4,1
train_356,35,58800,모기지론,5.0,의료,12000,15.7,9,1
train_357,24,64000,모기지론,3.0,의료,13225,10.37,3,0
train_358,22,148000,모기지론,6.0,부채통합,15000,7.66,4,0
train_359,23,40800,소유,,의료,21000,6.17,3,0
train_360,24,31200,임대,4.0,개인사업,2725,10.74,2,0
train_361,22,68000,임대,7.0,개인사업,5000,9.99,3,0
train_362,24,38000,모기지론,4.0,주택개선,8000,7.14,3,0
train_363,32,63235,임대,3.0,주택개선,25000,10.25,8,1
train_364,31,73000,임대,8.0,교육,35000,19.29,10,1
train_365,24,60000,모기지론,7.0,개인사업,10000,9.63,2,0
train_366,28,77385,임대,3.0,부채통합,6000,7.66,9,0
train_367,27,69000,임대,0.0,개인사업,9000,16.77,6,1
train_368,34,37000,임대,2.0,의료,16000,12.99,9,1
train_369,50,150000,임대,0.0,주택개선,11200,11.14,11,0
train_370,23,10008,임대,,부채통합,1600,10.36,2,1
train_371,22,120000,모기지론,,교육,6000,8.9,3,0
train_372,25,80000,모기지론,10.0,교육,25000,15.31,2,0
train_373,23,25800,임대,2.0,개인사업,6000,,4,0
train_374,26,45000,임대,5.0,교육,8000,18.25,2,0
train_375,23,64000,임대,0.0,의료,7200,15.96,3,0
train_376,29,91080,모기지론,4.0,주택개선,15600,15.7,9,0
train_377,24,48000,모기지론,4.0,투자,5000,5.99,4,0
train_378,29,32400,모기지론,0.0,부채통합,4000,12.98,6,0
train_379,39,66200,모기지론,5.0,투자,13750,9.88,16,0
train_380,22,50000,임대,6.0,교육,10000,10.99,2,0
train_381,23,50000,임대,4.0,부채통합,6000,11.49,3,0
train_382,25,58000,임대,5.0,의료,14000,12.61,3,0
train_383,33,42000,임대,12.0,투자,14000,15.7,8,1
train_384,33,38000,임대,10.0,교육,4900,10.28,6,1
train_385,33,105000,모기지론,12.0,주택개선,7000,7.74,10,0
train_386,34,43000,모기지론,9.0,부채통합,11000,7.88,10,0
train_387,35,40792,임대,2.0,투자,2600,12.53,9,0
train_388,23,29772,임대,3.0,개인사업,7700,16.77,4,1
train_389,22,75000,임대,2.0,교육,10000,11.26,4,0
train_390,23,44000,임대,2.0,의료,3000,9.25,3,0
train_391,24,79200,임대,3.0,교육,16000,12.67,2,1
train_392,23,40000,임대,5.0,개인사업,2000,11.71,2,0
train_393,26,12000,소유,2.0,교육,6100,7.51,3,1
train_394,34,72000,임대,17.0,의료,2400,13.16,8,0
train_395,23,48000,임대,7.0,부채통합,3500,13.98,4,0
train_396,30,60000,소유,11.0,의료,20000,6.17,5,0
train_397,22,45000,임대,0.0,교육,20000,7.9,4,1
train_398,24,60000,임대,8.0,교육,7000,7.51,4,1
train_399,25,110000,모기지론,7.0,부채통합,8400,12.69,4,0
train_400,24,60000,모기지론,5.0,부채통합,14000,7.51,2,0
train_401,27,68000,모기지론,3.0,투자,10800,7.88,8,0
train_402,28,40000,임대,0.0,교육,10000,12.42,5,0
train_403,26,30320,임대,2.0,개인사업,7500,12.18,3,1
train_404,25,59000,임대,3.0,의료,3500,15.65,2,1
train_405,21,45000,임대,0.0,개인사업,7000,14.96,4,1
train_406,26,53307,임대,5.0,투자,15000,10.39,4,0
train_407,25,41004,소유,9.0,투자,4000,6.76,3,0
train_408,29,72000,임대,13.0,부채통합,2000,14.59,8,1
train_409,29,35000,임대,4.0,의료,11000,8.59,10,1
train_410,38,37500,임대,0.0,교육,1375,6.91,15,0
train_411,25,216000,모기지론,2.0,교육,25000,16.07,3,0
train_412,27,30000,임대,4.0,교육,10000,10.74,10,1
train_413,23,25000,임대,7.0,투자,6000,7.51,2,0
train_414,36,120000,임대,2.0,주택개선,16000,13.06,16,0
train_415,28,84800,임대,4.0,투자,9000,,7,0
train_416,27,60000,소유,11.0,부채통합,18000,13.24,7,0
train_417,23,140000,모기지론,3.0,개인사업,15000,15.58,3,0
train_418,23,49635,모기지론,6.0,개인사업,12000,7.29,3,1
train_419,24,61717,소유,8.0,개인사업,3200,7.68,4,0
train_420,36,430000,임대,2.0,투자,25000,13.8,16,0
train_421,27,72000,모기지론,11.0,개인사업,5000,11.86,10,1
train_422,21,37459,모기지론,6.0,교육,5600,6.92,2,0
train_423,22,30000,모기지론,0.0,교육,7000,7.29,3,0
train_424,24,31000,임대,6.0,개인사업,15075,15.27,2,1
train_425,31,29000,임대,4.0,개인사업,3700,9.91,7,1
train_426,42,35000,소유,12.0,개인사업,2000,7.37,14,0
train_427,46,55000,모기지론,3.0,투자,15000,10.37,11,0
train_428,28,59600,임대,2.0,주택개선,5000,5.79,10,0
train_429,23,50000,모기지론,6.0,투자,7000,5.99,3,0
train_430,24,42900,임대,5.0,투자,15000,,2,1
train_431,21,41000,모기지론,4.0,부채통합,7000,6.03,3,0
train_432,24,105000,모기지론,8.0,교육,3000,,3,0
train_433,28,45600,모기지론,,투자,2500,13.35,9,0
train_434,22,26000,임대,,교육,8500,6.17,3,1
train_435,28,39000,임대,6.0,교육,14000,7.9,8,1
train_436,22,66000,모기지론,6.0,개인사업,12000,5.79,3,0
train_437,29,83000,모기지론,5.0,투자,7500,,10,0
train_438,24,50000,모기지론,8.0,의료,12000,5.42,2,0
train_439,27,100000,모기지론,11.0,개인사업,14400,,8,0
train_440,31,78000,임대,1.0,부채통합,14000,9.63,9,0
train_441,30,43200,소유,6.0,주택개선,2000,10.99,9,0
train_442,43,138000,모기지론,4.0,주택개선,9900,6.99,14,0
train_443,25,30000,모기지론,2.0,개인사업,11500,8.59,4,0
