,ID,A112000,A144000,A202000,A373000,내점일수,구매주기,주말방문비율,주구매요일,주구매시간대,일별평균구매건수,거래개월수,방문지점수,주구매지점,브랜드코드_nunique,중분류_nunique,주구매_중분류,대분류_nunique,주구매_대분류,가정용품구매비율,아동용품구매비율,공산품_생식품_구매비율,총구매액,구매건수,평균구매액,최대구매액,환불금액,환불건수,구매금액표준편차,구매금액왜도,구매금액첨도,최다브랜드코드,최다브랜드금액
28,train_28,0.0,0.0,337200.0,0.0,9,34,0.23809523809523808,4,11,2.3333333333333335,4,1,A202000,9,7,아동복,6,남성의류,0.0,0.42857142857142855,0.0,1121200,21,86246.15384615384,205200,-784000,8,82754.734158482,-0.15910734957301137,-0.4969916969643897,5437,205200
29,train_29,0.0,7925172.0,0.0,0.0,28,12,0.17894736842105263,3,15,3.392857142857143,10,1,A144000,54,35,아동,7,케주얼_구두_아동,0.08421052631578947,0.5052631578947369,0.1368421052631579,8307372,95,90297.52173913043,600000,-382200,3,94822.25170627343,2.0226273264388284,7.550517189317617,5162,812500
30,train_30,0.0,0.0,0.0,400600.0,4,22,0.125,0,17,2.0,3,1,A373000,7,6,셔츠,5,골프_유니캐쥬얼,0.0,0.0,0.0,400600,8,50075.0,88000,0,0,26968.53987254673,0.14741673822670906,-1.0945799454535061,6704,161000
31,train_31,2492442.0,0.0,0.0,0.0,12,16,0.2962962962962963,0,17,2.25,7,1,A112000,20,18,용기보증,9,패션잡화,0.2222222222222222,0.18518518518518517,0.2222222222222222,2492442,27,92312.66666666667,400000,0,0,79546.02009142014,2.3087015643882545,7.886274203592932,5265,400000
32,train_32,3333342.0,86020.0,0.0,0.0,25,13,0.1891891891891892,0,18,1.48,11,2,A112000,32,25,뉴베이직캐주얼,11,패션잡화,0.08108108108108109,0.32432432432432434,0.08108108108108109,4630362,37,132296.05714285714,1130000,-1211000,2,201597.14117734652,-0.7847946228735315,13.315927224507814,5732,420000
33,train_33,135000.0,0.0,323000.0,622000.0,7,39,0.3333333333333333,2,12,1.2857142857142858,5,3,A373000,7,7,란제리,6,명품잡화,0.1111111111111111,0.2222222222222222,0.0,1223000,9,152875.0,426000,-143000,1,115999.30726394139,0.5129370603935249,3.2974449299461863,5345,426000
34,train_34,0.0,112000.0,0.0,7030100.0,25,14,0.30952380952380953,0,13,1.68,12,2,A373000,20,13,수입종합화장품,8,명품잡화,0.0,0.023809523809523808,0.09523809523809523,11409100,42,292541.0256410256,2432000,-4267000,3,488503.29348561086,-0.41282191611161434,7.3655672496840445,5333,1874000
35,train_35,9159550.0,0.0,0.0,0.0,61,5,0.35443037974683544,0,17,1.2950819672131149,12,1,A112000,23,31,용기보증,9,공산품,0.05063291139240506,0.10126582278481013,0.6708860759493671,9159550,79,115943.67088607595,2428000,0,0,308722.548733122,6.297684396886083,43.494680368342,5100,2448470
36,train_36,1494886.0,0.0,480751.0,0.0,24,14,0.5348837209302325,0,14,1.7916666666666667,8,2,A112000,26,19,상품군미지정,10,아동문화,0.13953488372093023,0.37209302325581395,0.20930232558139536,2035537,43,49647.243902439026,265770,-59900,2,66478.3279820501,2.2121331742552384,4.465461221736232,5108,272770
37,train_37,64000.0,4918000.0,0.0,117000.0,26,12,0.05172413793103448,4,15,2.230769230769231,11,3,A144000,32,15,수입종합화장품,6,잡화파트,0.0,0.3103448275862069,0.0,6406500,58,120877.35849056604,620000,-1307500,5,124123.03858781762,-0.4007788752894226,7.142330179467564,5519,620000
38,train_38,2994900.0,0.0,261760.0,0.0,31,10,0.058823529411764705,3,19,2.193548387096774,10,2,A112000,48,34,스포츠캐주얼,12,영플라자,0.04411764705882353,0.47058823529411764,0.058823529411764705,3642860,68,58755.8064516129,410000,-386200,6,69052.06086710744,0.966979458475832,9.736699494708725,5538,410000
39,train_39,251000.0,340000.0,258700.0,0.0,7,33,0.2727272727272727,4,16,1.5714285714285714,6,3,A112000,11,9,스포츠캐주얼,5,영플라자,0.0,0.8181818181818182,0.0,849700,11,77245.45454545454,199200,0,0,55490.13180082317,1.2214696998216876,1.1098448264402876,5566,199200
40,train_40,0.0,65000.0,0.0,1055152.0,16,17,0.18181818181818182,4,18,1.375,7,2,A373000,12,11,수입종합화장품,6,명품잡화,0.0,0.13636363636363635,0.22727272727272727,1530152,22,76507.6,243000,-410000,2,74684.2367461695,-0.6857712334567657,1.9877500403109751,5645,243000
41,train_41,749000.0,0.0,0.0,0.0,3,69,0.25,3,17,1.3333333333333333,3,1,A112000,4,4,디자이너캐릭터,3,패션잡화,0.0,0.25,0.0,749000,4,187250.0,596000,0,0,272757.9818569324,1.9886427934453206,3.96245415351693,6086,596000
42,train_42,52000.0,16153317.0,0.0,8766004.0,44,7,0.3557692307692308,6,12,2.3636363636363638,12,3,A144000,45,30,수입종합화장품,16,잡화파트,0.04807692307692308,0.038461538461538464,0.15384615384615385,39462321,104,406828.05154639174,10377000,-14491000,7,1105388.6342427393,-0.39714580066650057,41.52344115108129,5157,2909000
43,train_43,1051100.0,0.0,0.0,0.0,8,39,0.4166666666666667,6,14,1.5,7,1,A112000,12,11,유아,6,아동문화,0.16666666666666666,0.4166666666666667,0.08333333333333333,1051100,12,87591.66666666667,329000,0,0,83429.03852794283,2.5060671782369917,7.1841494244566455,5625,329000
44,train_44,1404240.0,0.0,0.0,0.0,9,39,0.2857142857142857,1,19,1.5555555555555556,6,1,A112000,13,6,영캐주얼,5,영플라자,0.07142857142857142,0.42857142857142855,0.0,1434240,14,110326.15384615384,468540,-30000,1,113846.7386107643,2.723787646424402,8.98618252231445,6155,468540
45,train_45,0.0,43000.0,0.0,90100.0,3,60,0.0,4,16,1.3333333333333333,3,2,A373000,4,4,골프(국내),4,골프_유니캐쥬얼,0.0,0.25,0.25,133100,4,33275.0,51000,0,0,18293.054237423923,-0.8358748150141602,-0.12497801435894296,5508,51000
46,train_46,0.0,0.0,1258789.0,0.0,28,11,0.13157894736842105,0,11,1.3571428571428572,11,1,A202000,16,19,야채,9,공산품,0.05263157894736842,0.2631578947368421,0.47368421052631576,1486789,38,41299.694444444445,208000,-228000,2,36547.030351761,-1.3319397200489618,12.710185533489547,5100,617089
47,train_47,0.0,4734383.0,0.0,0.0,35,8,0.19736842105263158,2,18,2.1714285714285713,8,1,A144000,23,22,용기보증,6,공산품파트,0.11842105263157894,0.19736842105263158,0.4342105263157895,8579883,76,129998.22727272728,1257000,-3845500,10,237394.20201550485,-0.16083616686122643,7.67016100176651,6076,1838000
48,train_48,0.0,0.0,0.0,1753425.0,21,11,0.2619047619047619,4,11,2.0,8,1,A373000,15,18,야채,9,공산품,0.023809523809523808,0.07142857142857142,0.4523809523809524,2162425,42,55446.794871794875,268000,-409000,3,60317.179858765856,-0.38251922514120584,6.7193696751081,5100,347975
49,train_49,0.0,0.0,0.0,58000.0,1,0,0.0,3,16,1.0,1,1,A373000,1,1,수입종합화장품,1,명품잡화,0.0,0.0,0.0,58000,1,58000.0,58000,0,0,,,,5173,58000
50,train_50,0.0,1642453.0,0.0,910870.0,20,16,0.37037037037037035,6,18,1.35,10,2,A373000,22,19,수입종합화장품,11,명품잡화,0.07407407407407407,0.3333333333333333,0.1111111111111111,2713323,27,104358.57692307692,546000,-160000,1,122178.07103999409,1.7019966371109405,4.981724495541207,5358,546000
51,train_51,0.0,2297450.0,33250.0,389931.0,12,27,0.1,2,16,1.6666666666666667,8,3,A144000,14,14,영캐주얼,7,여성캐주얼,0.1,0.25,0.1,2759631,20,145243.73684210525,589950,-39000,1,171917.35579368816,1.601205096077382,1.721877052540047,6103,882000
52,train_52,0.0,16656723.0,0.0,268200.0,53,5,0.16153846153846155,3,18,2.452830188679245,9,2,A144000,56,37,수입종합화장품,9,잡화파트,0.11538461538461539,0.17692307692307693,0.05384615384615385,18599923,130,156301.87394957984,1290000,-1675000,11,192097.7499613927,2.1094114350137105,9.59736222081386,6628,2395000
53,train_53,0.0,132000.0,191600.0,249000.0,8,39,0.09090909090909091,1,14,1.375,7,3,A202000,11,6,수입종합화장품,6,잡화,0.0,0.09090909090909091,0.09090909090909091,572600,11,52054.545454545456,132000,0,0,41476.170595568816,1.0624767608144807,-0.10843819022018764,5216,132000
54,train_54,2055045.0,0.0,0.0,0.0,6,39,0.0,4,16,3.3333333333333335,4,1,A112000,14,13,아동,7,아동문화,0.05,0.25,0.3,2055045,20,102752.25,538200,0,0,133206.32579371193,2.192055974528485,5.323696919286343,6662,538200
55,train_55,357500.0,0.0,0.0,0.0,3,15,0.5,5,19,1.3333333333333333,2,1,A112000,4,4,소형취사가전,3,패션잡화,0.25,0.25,0.0,357500,4,89375.0,153300,0,0,61098.19282652038,0.06637020910739716,-4.878938721502733,5702,153300
56,train_56,0.0,3801280.0,0.0,163000.0,22,14,0.2619047619047619,0,16,1.9090909090909092,11,2,A144000,21,15,란제리,6,케주얼_구두_아동,0.16666666666666666,0.35714285714285715,0.0,5260560,42,164392.5,800000,-1296280,10,205944.97033540686,1.120913794311339,2.946239403225706,5796,1315000
57,train_57,0.0,0.0,0.0,430000.0,5,29,0.0,4,15,1.4,4,1,A373000,7,7,색조화장품,4,명품잡화,0.0,0.14285714285714285,0.14285714285714285,430000,7,61428.57142857143,157000,0,0,52401.835663957245,1.1047981309466577,0.6825026731919568,5386,157000
58,train_58,235000.0,51000.0,0.0,1993610.0,10,32,0.08333333333333333,4,17,1.2,6,3,A373000,9,6,수입종합화장품,4,명품잡화,0.0,0.0,0.08333333333333333,2360610,12,214600.9090909091,1590000,-81000,1,459755.3023175381,3.309941771147797,11.22040999895798,5789,1590000
59,train_59,0.0,0.0,445400.0,177000.0,8,34,0.08333333333333333,2,13,1.5,5,2,A202000,12,11,수입종합화장품,9,명품잡화,0.08333333333333333,0.25,0.0,622400,12,51866.666666666664,120000,0,0,39083.996569936244,1.0476432878662432,-0.5777200534781408,5201,120000
60,train_60,185800.0,2797000.0,0.0,226320.0,21,14,0.21052631578947367,3,18,1.8095238095238095,10,3,A144000,28,23,수입종합화장품,10,잡화파트,0.05263157894736842,0.3684210526315789,0.0,3209120,38,84450.52631578948,449000,0,0,90934.86195422756,2.4300403877786962,6.855553544263325,5317,449000
61,train_61,18000.0,0.0,0.0,431000.0,8,31,0.1111111111111111,1,13,1.125,5,2,A373000,9,6,수입종합화장품,3,명품잡화,0.0,0.2222222222222222,0.0,449000,9,49888.88888888889,114000,0,0,32308.839519721394,1.221407077368693,0.604003101691311,5241,114000
62,train_62,0.0,0.0,80937.0,1092564.0,12,28,0.13333333333333333,3,11,1.25,9,2,A373000,10,12,수입종합화장품,7,명품잡화,0.0,0.0,0.3333333333333333,1173501,15,78233.4,185000,0,0,55535.53989731003,0.8071989641471959,-0.5148122237004138,5100,213001
63,train_63,3913768.0,0.0,0.0,0.0,98,3,0.352,6,11,1.2755102040816326,12,1,A112000,30,27,용기보증,7,생식품,0.04,0.12,0.72,4048768,125,32916.813008130084,140000,-135000,2,20917.574468887848,-0.2732094906324703,12.259621729190389,5100,2936568
64,train_64,135000.0,851000.0,0.0,0.0,11,28,0.38461538461538464,6,15,1.1818181818181819,6,2,A144000,9,9,타운단품,7,여성의류파트,0.0,0.15384615384615385,0.15384615384615385,1382400,13,138240.0,550000,-396400,3,151615.15022509385,1.403371504238362,3.980934378223314,5132,701000
65,train_65,835000.0,0.0,0.0,0.0,5,27,0.09090909090909091,2,14,2.2,4,1,A112000,6,5,수입종합화장품,4,패션잡화,0.0,0.2727272727272727,0.0,1119000,11,124333.33333333333,270000,-284000,2,76410.07786934914,-0.8214697760598916,1.0298829563792697,6078,270000
66,train_66,5449000.0,0.0,0.0,496400.0,10,31,0.2631578947368421,2,15,1.9,7,2,A112000,15,9,아동,8,아동문화,0.05263157894736842,0.47368421052631576,0.0,5945400,19,312915.7894736842,2560000,0,0,556083.8308736052,4.062157733651015,17.140229147986382,6153,2560000
67,train_67,0.0,0.0,0.0,45000.0,1,0,0.0,2,16,1.0,1,1,A373000,1,1,수입종합화장품,1,명품잡화,0.0,0.0,0.0,45000,1,45000.0,45000,0,0,,,,5116,45000
68,train_68,627500.0,0.0,0.0,0.0,8,17,0.08333333333333333,4,15,1.5,5,1,A112000,8,7,스포츠캐주얼,4,영플라자,0.0,0.6666666666666666,0.08333333333333333,676500,12,61500.0,123000,-49000,1,39745.163227743826,-0.24851129274404626,0.3102140691100388,5637,226000
69,train_69,1088200.0,0.0,0.0,0.0,4,30,0.0,3,18,2.5,3,1,A112000,10,8,베이직캐주얼,4,패션잡화,0.0,0.5,0.0,1088200,10,108820.0,268200,0,0,80566.96041871699,1.2933798128328915,0.4528193004859027,5174,268200
70,train_70,10234167.0,0.0,0.0,0.0,23,13,0.36538461538461536,6,12,2.260869565217391,9,1,A112000,39,25,수입종합화장품,9,가정용품,0.23076923076923078,0.3269230769230769,0.038461538461538464,10336167,52,202669.9411764706,5490000,-102000,1,770824.6661910714,6.780849695092742,47.54809911178578,6328,5490000
71,train_71,433200.0,24000.0,0.0,10000.0,7,9,0.5,5,13,1.7142857142857142,3,3,A112000,9,9,스포츠캐주얼,5,영플라자,0.0,0.6666666666666666,0.0,508200,12,50820.0,235000,-41000,2,67589.37786368506,2.5044656384082207,7.546232521650479,5451,235000
72,train_72,0.0,0.0,842000.0,25000.0,7,16,0.0,4,19,2.0,3,2,A202000,9,5,진캐쥬얼,3,영라이브,0.07142857142857142,0.6428571428571429,0.0,1161000,14,105545.45454545454,289000,-294000,3,81096.68752342927,0.2225773968471586,0.2354494724706484,5246,289000
73,train_73,0.0,0.0,1836010.0,515100.0,35,9,0.30612244897959184,3,12,1.4,11,2,A202000,32,21,아동복,14,아동,0.061224489795918366,0.5306122448979592,0.04081632653061224,3180910,49,77583.17073170732,340000,-829800,8,69659.97532439358,-0.36091857041232506,4.1413709609372535,5896,340000
74,train_74,160360.0,0.0,0.0,0.0,1,0,0.0,3,15,3.0,1,1,A112000,3,3,수입종합화장품,2,패션잡화,0.0,0.3333333333333333,0.0,160360,3,53453.333333333336,75000,0,0,33084.38503785938,-1.687652015268935,,5217,75000
75,train_75,0.0,2855855.0,0.0,103000.0,22,16,0.2,3,16,1.5909090909090908,11,2,A144000,19,18,수입종합화장품,8,공산품파트,0.08571428571428572,0.17142857142857143,0.37142857142857144,2958855,35,84538.71428571429,568000,0,0,115934.3292947935,2.6269228215700613,8.396132054155451,5938,568000
76,train_76,1506520.0,0.0,0.0,0.0,8,39,0.3333333333333333,2,16,1.875,5,1,A112000,11,10,마담SIZE,4,여성정장,0.06666666666666667,0.06666666666666667,0.0,2079520,15,148537.14285714287,573000,-573000,1,187171.7300904572,-0.44939384865935655,3.661643931094396,5660,573000
77,train_77,0.0,0.0,1704058.0,59000.0,24,13,0.18181818181818182,4,18,1.375,11,2,A202000,22,15,캐릭터캐쥬얼,7,영어덜트캐쥬얼,0.0,0.5454545454545454,0.18181818181818182,2075858,33,69195.26666666666,160300,-312800,3,36754.29975872242,-1.4872309571634725,4.27171617283512,5100,284458
78,train_78,0.0,38080.0,0.0,489882.0,12,12,0.4,5,18,1.25,3,2,A373000,10,10,용기보증,7,명품잡화,0.06666666666666667,0.13333333333333333,0.26666666666666666,527962,15,35197.46666666667,101000,0,0,34242.127274260674,1.1563256197483582,-0.11521376109093673,5164,101500
79,train_79,0.0,95000.0,883920.0,3121723.0,14,23,0.23404255319148937,4,11,3.357142857142857,8,3,A373000,27,23,아동복,14,아동_스포츠,0.02127659574468085,0.40425531914893614,0.1702127659574468,4376363,47,99462.79545454546,384000,-275720,3,88241.86513994246,0.6199959873642077,1.3468867753475733,5539,568000
80,train_80,0.0,0.0,0.0,362000.0,2,33,0.0,0,15,1.5,2,1,A373000,3,3,가방,2,명품잡화,0.0,0.3333333333333333,0.0,362000,3,120666.66666666667,160200,0,0,65551.30306358016,-1.7268101403343927,,5313,160200
81,train_81,0.0,1939200.0,0.0,227000.0,11,28,0.23809523809523808,1,19,1.9090909090909092,8,2,A144000,15,12,수입종합화장품,7,잡화파트,0.047619047619047616,0.3333333333333333,0.0,3119200,21,164168.42105263157,765000,-953000,2,223672.44913695558,-0.19244101746431536,4.413907242453346,5223,765000
82,train_82,0.0,0.0,0.0,1715823.0,8,17,0.6153846153846154,6,18,1.625,5,1,A373000,5,3,수입종합화장품,3,명품잡화,0.07692307692307693,0.0,0.15384615384615385,1715823,13,131986.38461538462,436000,0,0,149629.2176701788,1.3401287204025798,0.29009828289703465,5106,1524000
83,train_83,780700.0,0.0,0.0,0.0,11,30,0.3684210526315789,0,18,1.7272727272727273,6,1,A112000,15,16,니트웨어,9,여성정장,0.05263157894736842,0.21052631578947367,0.15789473684210525,780700,19,41089.47368421053,215000,0,0,47896.34809480482,2.9377643752411164,10.123029207861514,5503,215000
84,train_84,0.0,0.0,763176.0,397020.0,31,8,0.2608695652173913,4,10,1.4838709677419355,9,2,A202000,16,21,야채,8,생식품,0.06521739130434782,0.10869565217391304,0.5869565217391305,1227196,46,27271.022222222222,126171,-67000,1,24116.348572633622,0.6462047867109701,5.438351802330745,5100,646696
85,train_85,0.0,741000.0,0.0,7809049.0,36,10,0.21978021978021978,4,18,2.5277777777777777,10,2,A373000,48,32,타운웨어,11,명품잡화,0.12087912087912088,0.23076923076923078,0.13186813186813187,16446649,91,208185.43037974683,4840000,-7896600,12,561571.4641182272,-0.38203011865867853,34.27449582717814,5424,1211900
86,train_86,2701351.0,0.0,0.0,89000.0,19,12,0.06779661016949153,2,14,3.1052631578947367,9,2,A112000,22,24,수입종합화장품,9,패션잡화,0.05084745762711865,0.2033898305084746,0.1864406779661017,3988351,59,76699.05769230769,460000,-1198000,7,96833.9332553547,-0.7445374436047519,8.497411061616257,5116,1441000
87,train_87,0.0,0.0,883400.0,504600.0,7,49,0.38461538461538464,6,12,1.8571428571428572,5,2,A202000,11,11,내셔널,7,남성의류,0.07692307692307693,0.15384615384615385,0.0,1388000,13,106769.23076923077,338400,0,0,111398.91819204968,1.4972004624234607,1.3555924259279357,5737,338400
88,train_88,0.0,0.0,0.0,1802223.0,11,28,0.3333333333333333,4,14,3.5454545454545454,5,1,A373000,14,23,신생아,8,공산품,0.0,0.358974358974359,0.48717948717948717,1802223,39,46210.846153846156,489000,0,0,100776.71168963448,3.9156122414089514,15.012576788253682,5754,489000
89,train_89,580000.0,913200.0,0.0,1175000.0,12,25,0.0,3,19,2.0833333333333335,5,3,A144000,21,18,셔츠,9,케주얼_구두_아동,0.0,0.28,0.04,2722600,25,113441.66666666667,395000,-54400,1,105788.13493371372,1.4185483672768744,1.5064064438241758,5282,431000
90,train_90,0.0,0.0,6228204.0,0.0,5,39,0.0,4,18,2.0,4,1,A202000,9,7,냉장고_세탁기,7,스포츠캐쥬얼,0.2,0.1,0.2,6228204,10,622820.4,3158000,0,0,1014309.5640097258,2.0831730925330136,4.370096060546218,6098,3158000
91,train_91,467000.0,0.0,0.0,0.0,3,36,0.0,3,13,1.3333333333333333,2,1,A112000,4,4,국내종합화장품,3,패션잡화,0.25,0.25,0.0,467000,4,116750.0,360000,0,0,162590.23135887756,1.9692998313440107,3.891823444632994,5253,360000
